Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Categories
2837;15431;Journal of comparative psychology (Washington,D.C,: 1983);journal;7357036,19392087;804;Q1;89;Psychology (miscellaneous) (Q1),Ecology,Evolution,Behavior and Systematics (Q2)
2838;12770;British Journal of Educational Psychology;journal;70998,20448279;803;Q1;110;Education (Q1),Developmental and Educational Psychology (Q2)
2839;20374;Journal of Interpersonal Violence;journal;8862605;803;Q1;119;Clinical Psychology (Q1),Applied Psychology (Q2)
2840;13345;Nutrition Reviews;journal;296643,17534887;803;Q1;167;Medicine (miscellaneous) (Q1),Nutrition and Dietetics (Q1)
2841;19594;Clays and Clay Minerals;journal;98604,15528367;802;Q1;94;Earth and Planetary Sciences (miscellaneous) (Q1),Soil Science (Q1),Water Science and Technology (Q1),Geochemistry and Petrology (Q2)
2842;26972;Journal of Solid State Chemistry;journal;1095726X,00224596;802;Q1;154;Ceramics and Composites (Q1),Condensed Matter Physics (Q2),Electronic,Optical and Magnetic Materials (Q2),Inorganic Chemistry (Q2),Materials Chemistry (Q2),Physical and Theoretical Chemistry (Q2)
2843;12837;Metrika;journal;1435926X,00261335;802;Q2;43;Statistics,Probability and Uncertainty (Q2),Statistics and Probability (Q3)
2844;22890;Political Studies;journal;323217,14679248;802;Q1;96;Sociology and Political Science (Q1)
2845;21594;Systematic Entomology;journal;13653113,03076970;802;Q1;74;Insect Science (Q1),Ecology,Evolution,Behavior and Systematics (Q2)
2846;19137;Apidologie;journal;12979678,00448440;801;Q1;96;Insect Science (Q1)
2847;12182;Journal of Molecular Spectroscopy;journal;00222852,1096083X;801;Q2;72;Atomic and Molecular Physics,and Optics (Q2),Physical and Theoretical Chemistry (Q2),Spectroscopy (Q2)
2848;12260;Journal of Pediatric Orthopaedics;journal;15392570,02716800;801;Q1;106;Medicine (miscellaneous) (Q1),Orthopedics and Sports Medicine (Q1),Pediatrics,Perinatology and Child Health (Q1)
2849;27010;Photochemistry and Photobiology;journal;17511097,00318660;801;Q1;142;Medicine (miscellaneous) (Q1),Biochemistry (Q2),Physical and Theoretical Chemistry (Q2)
2850;19105;Agricultural and Forest Entomology;journal;14619555,14619560;800;Q1;63;Agronomy and Crop Science (Q1),Forestry (Q1),Insect Science (Q1)
2851;20672;Journal of Productivity Analysis;journal;0895562X,15730441;800;Q1;88;Business and International Management (Q1),Social Sciences (miscellaneous) (Q1),Economics and Econometrics (Q2)
2852;28663;Letters in Mathematical Physics;journal;3779017,15730530;800;Q3;60;Mathematical Physics (Q3),Statistical and Nonlinear Physics (Q3)
2853;13257;Biological Invasions;journal;15731464,13873550;799;Q1;123;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q2)
2854;28751;Critical Social Policy;journal;02610183,1461703X;799;Q1;72;Political Science and International Relations (Q1)
2855;21152;Journal of Elasticity;journal;15732681,03743540;799;Q1;66;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q2)
2856;33928;Journal of the Science of Food and Agriculture;journal;10970010,00225140;799;Q1;164;Agronomy and Crop Science (Q1),Food Science (Q1),Nutrition and Dietetics (Q1),Biotechnology (Q2)
2857;14134;Molecular and Cellular Biochemistry;journal;15734919,03008180;799;Q1;132;Medicine (miscellaneous) (Q1),Clinical Biochemistry (Q2),Cell Biology (Q3),Molecular Biology (Q3)
2858;12883;New Zealand Journal of Ecology;journal;1106465;799;Q1;53;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q2)
2859;13298;Family Medicine;journal;7423225,19383800;798;Q1;71;Family Practice (Q1)
2860;19700174683;International Journal for Numerical Methods in Biomedical Engineering;journal;20407947,20407940;798;Q1;70;Software (Q1),Applied Mathematics (Q2),Biomedical Engineering (Q2),Computational Theory and Mathematics (Q2),Modeling and Simulation (Q2),Molecular Biology (Q3)
2861;25887;Discrete and Computational Geometry;journal;14320444,01795380;797;Q1;69;Theoretical Computer Science (Q1),Computational Theory and Mathematics (Q2),Discrete Mathematics and Combinatorics (Q2),Geometry and Topology (Q3)
2862;15074;European Journal of Information Systems;journal;0960085X,14769344;797;Q1;119;Library and Information Sciences (Q1),Information Systems (Q2)
2863;15701;Pediatric Allergy and Immunology;journal;13993038,09056160;797;Q1;99;Pediatrics,Perinatology and Child Health (Q1),Immunology (Q2),Immunology and Allergy (Q2)
2864;75561;Advanced Nonlinear Studies;journal;21690375,15361370;796;Q2;39;Mathematics (miscellaneous) (Q2),Statistical and Nonlinear Physics (Q3)
2865;29102;Health and Place;journal;13538292;796;Q1;129;Geography,Planning and Development (Q1),Health (social science) (Q1),Public Health,Environmental and Occupational Health (Q1)
2866;28497;Inverse Problems;journal;2665611;796;Q1;122;Theoretical Computer Science (Q1),Applied Mathematics (Q2),Computer Science Applications (Q2),Signal Processing (Q2),Mathematical Physics (Q3)
2867;24594;Mathematical Methods in the Applied Sciences;journal;10991476,01704210;796;Q1;76;Engineering (miscellaneous) (Q1),Mathematics (miscellaneous) (Q2)
2868;22902;Oxford Bulletin of Economics and Statistics;journal;3059049,14680084;796;Q1;79;Social Sciences (miscellaneous) (Q1),Economics and Econometrics (Q2),Statistics,Probability and Uncertainty (Q2),Statistics and Probability (Q3)
2869;16904;International Finance;journal;13670271,14682360;795;Q1;43;Development (Q1),Geography,Planning and Development (Q1),Finance (Q2)
2870;13761;International Journal of Thermal Sciences;journal;12900729;795;Q1;138;Engineering (miscellaneous) (Q1),Condensed Matter Physics (Q2)
2871;13249;Nonlinear Analysis,Theory,Methods and Applications;journal;0362546X;795;Q2;132;Applied Mathematics (Q2),Analysis (Q3)
2872;27567;Renewable and Sustainable Energy Reviews;journal;13640321;795;Q1;378;Renewable Energy,Sustainability and the Environment (Q1)
2873;28424;Theory and Practice of Logic Programming;journal;14753081,14710680;795;Q1;47;Hardware and Architecture (Q1),Software (Q1),Artificial Intelligence (Q2),Computational Theory and Mathematics (Q2),Theoretical Computer Science (Q2)
2874;12946;Applied Acoustics;journal;0003682X,1872910X;794;Q1;96;Acoustics and Ultrasonics (Q1)
2875;28459;Computational Optimization and Applications;journal;15732894,09266000;794;Q2;85;Applied Mathematics (Q2),Computational Mathematics (Q3),Control and Optimization (Q3)
2876;130039;CrystEngComm;journal;14668033;794;Q1;147;Chemistry (miscellaneous) (Q1),Materials Science (miscellaneous) (Q1),Condensed Matter Physics (Q2)
2877;21241;Drugs and Aging;journal;1170229X,11791969;794;Q1;103;Geriatrics and Gerontology (Q1),Pharmacology (medical) (Q1)
2878;20825;Immunology Letters;journal;1652478,18790542;794;Q2;103;Immunology (Q2),Immunology and Allergy (Q2)
2879;29930;Journal of Cancer Research and Clinical Oncology;journal;1715216,14321335;794;Q1;103;Medicine (miscellaneous) (Q1),Cancer Research (Q2),Oncology (Q2)
2880;22427;Journal of Hospital Infection;journal;15322939,01956700;794;Q1;131;Medicine (miscellaneous) (Q1),Microbiology (medical) (Q1),Infectious Diseases (Q2)
2881;26966;Journal of Photochemistry and Photobiology A: Chemistry;journal;18732666,10106030;794;Q1;171;Chemical Engineering (miscellaneous) (Q1),Chemistry (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q2)
2882;14811;Journal of Sustainable Tourism;journal;9669582,17477646;794;Q1;127;Geography,Planning and Development (Q1),Tourism,Leisure and Hospitality Management (Q1)
2883;20731;Research in Higher Education;journal;1573188X,03610365;794;Q1;98;Education (Q1)
2884;23406;Business Strategy and the Environment;journal;10990836,09644730;793;Q1;131;Business and International Management (Q1),Geography,Planning and Development (Q1),Management,Monitoring,Policy and Law (Q1),Strategy and Management (Q1)
2885;18550;Histology and Histopathology;journal;16995848,02133910;793;Q1;99;Pathology and Forensic Medicine (Q1),Histology (Q2)
2886;28031;IEEE Transactions on Plasma Science;journal;933813,19399375;793;Q2;114;Condensed Matter Physics (Q2),Nuclear and High Energy Physics (Q2)
2887;19890;Knee Surgery,Sports Traumatology,Arthroscopy;journal;9422056,14337347;793;Q1;142;Orthopedics and Sports Medicine (Q1),Surgery (Q1),Sports Science (Q2)
2888;24769;Materials Today;journal;13697021;793;Q1;210;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Condensed Matter Physics (Q2),Mechanics of Materials (Q2)
2889;24246;American Journal of Clinical Dermatology;journal;11750561;792;Q1;101;Dermatology (Q1),Medicine (miscellaneous) (Q1)
2890;14776;School Psychology Quarterly;journal;10453830,19391560;792;Q1;0;Education (Q1),Developmental and Educational Psychology (Q2)
2891;26998;Annalen der Physik;journal;33804,15213889;791;Q2;68;Physics and Astronomy (miscellaneous) (Q2)
2892;27773;Planetary and Space Science;journal;320633;791;Q2;100;Astronomy and Astrophysics (Q2),Space and Planetary Science (Q2)
2893;14202;Archives Italiennes de Biologie;journal;39829;790;Q1;41;Medicine (miscellaneous) (Q1),Physiology (Q2),Cell Biology (Q3)
2894;25472;Blood Reviews;journal;15321681,0268960X;790;Q1;105;Hematology (Q1),Oncology (Q2)
2895;18961;European Journal of Industrial Relations;journal;14617129,09596800;790;Q1;48;Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Organizational Behavior and Human Resource Management (Q1),Strategy and Management (Q1)
2896;14772;Human Communication Research;journal;3603989,14682958;790;Q1;101;Anthropology (Q1),Communication (Q1),Linguistics and Language (Q1),Developmental and Educational Psychology (Q2)
2897;20369;Journal of Family Violence;journal;8857482,15732851;790;Q1;86;Clinical Psychology (Q1),Law (Q1),Social Sciences (miscellaneous) (Q1),Sociology and Political Science (Q1)
2898;24621;Journal of Molecular Graphics and Modelling;journal;10933263,18734240;790;Q1;80;Computer Graphics and Computer-Aided Design (Q1),Materials Chemistry (Q2),Physical and Theoretical Chemistry (Q2),Spectroscopy (Q2)
2899;14456;Polymer International;journal;10970126,09598100;790;Q1;115;Polymers and Plastics (Q1)
2900;15471;Third World Quarterly;journal;1436597,13602241;790;Q1;100;Development (Q1)
2901;23845;Journal of Cardiovascular Magnetic Resonance;journal;1532429X,10976647;789;Q1;109;Cardiology and Cardiovascular Medicine (Q1),Family Practice (Q1),Radiology,Nuclear Medicine and Imaging (Q1),Radiological and Ultrasound Technology (Q2)
2902;22944;Journal of International Marketing;journal;15477215,1069031X;789;Q1;102;Business and International Management (Q1),Marketing (Q1),Economics and Econometrics (Q2)
2903;23913;Analytical and Bioanalytical Chemistry;journal;16182642,16182650;788;Q2;182;Analytical Chemistry (Q2),Biochemistry (Q2)
2904;14323;Brain,Behavior and Evolution;journal;14219743,00068980;788;Q2;81;Developmental Neuroscience (Q2),Behavioral Neuroscience (Q3)
2905;24286;International Journal of Approximate Reasoning;journal;0888613X,18734731;788;Q1;105;Software (Q1),Applied Mathematics (Q2),Artificial Intelligence (Q2),Theoretical Computer Science (Q2)
2906;29401;Journal of the Japanese and International Economies;journal;8891583,10958681;788;Q1;45;Political Science and International Relations (Q1),Economics and Econometrics (Q2),Finance (Q2)
2907;19532;Accident Analysis and Prevention;journal;18792057,00014580;787;Q1;177;Human Factors and Ergonomics (Q1),Law (Q1),Public Health,Environmental and Occupational Health (Q1),Safety,Risk,Reliability and Quality (Q1)
2908;21728;Journal of Surgical Research;journal;10958673,00224800;787;Q1;117;Surgery (Q1)
2909;27540;Progress in Photovoltaics: Research and Applications;journal;10627995,1099159X;787;Q1;144;Electrical and Electronic Engineering (Q1),Renewable Energy,Sustainability and the Environment (Q1),Condensed Matter Physics (Q2),Electronic,Optical and Magnetic Materials (Q2)
2910;24207;Fuzzy Optimization and Decision Making;journal;15732908,15684540;786;Q1;60;Logic (Q1),Software (Q1),Artificial Intelligence (Q2)
2911;25194;Journal of Applied Electrochemistry;journal;15728838,0021891X;786;Q1;122;Chemical Engineering (miscellaneous) (Q1),Electrochemistry (Q2),Materials Chemistry (Q2)
2912;27733;Latin American Research Review;journal;238791,15424278;786;Q1;52;Geography,Planning and Development (Q1),Sociology and Political Science (Q1)
2913;14254;Autism;journal;14617005,13623610;785;Q2;112;Developmental and Educational Psychology (Q2)
2914;37316;Canadian Journal of Soil Science;journal;84271;785;Q1;75;Soil Science (Q1)
2915;18184;Engineering Computations;journal;2644401;785;Q1;62;Engineering (miscellaneous) (Q1),Software (Q1),Computational Theory and Mathematics (Q2),Computer Science Applications (Q2)
2916;29816;Hematology/Oncology Clinics of North America;journal;15581977,08898590;785;Q1;90;Hematology (Q1),Oncology (Q2)
2917;17963;International Journal of Circuit Theory and Applications;journal;1097007X,00989886;785;Q1;55;Electrical and Electronic Engineering (Q1),Applied Mathematics (Q2),Computer Science Applications (Q2),Electronic,Optical and Magnetic Materials (Q2)
2918;27211;International Journal of Technology Assessment in Health Care;journal;14716348,02664620;785;Q1;75;Health Policy (Q1)
2919;26857;International Migration Review;journal;1979183;785;Q1;107;Arts and Humanities (miscellaneous) (Q1),Demography (Q1)
2920;15451;Journal of Counseling and Development;journal;15566676,07489630;785;Q2;86;Applied Psychology (Q2)
2921;16948;Chirality;journal;1520636X,08990042;784;Q2;81;Analytical Chemistry (Q2),Drug Discovery (Q2),Organic Chemistry (Q2),Pharmacology (Q2),Spectroscopy (Q2),Catalysis (Q3)
2922;25026;European Journal of Orthodontics;journal;14602210,01415390;784;Q1;93;Orthodontics (Q1)
2923;18198;International Journal of Computer Integrated Manufacturing;journal;0951192X,13623052;784;Q1;63;Aerospace Engineering (Q1),Electrical and Electronic Engineering (Q1),Mechanical Engineering (Q1),Computer Science Applications (Q2)
2924;16273;Journal of Construction Engineering and Management - ASCE;journal;7339364;784;Q1;129;Building and Construction (Q1),Civil and Structural Engineering (Q1),Industrial Relations (Q1),Strategy and Management (Q1)
2925;18425;Bioscience Reports;journal;1448463,15734935;783;Q2;88;Biochemistry (Q2),Biophysics (Q2),Cell Biology (Q3),Molecular Biology (Q3)
2926;25810;Cellulose;journal;9690239;783;Q1;146;Polymers and Plastics (Q1)
2927;28275;Clinics in Liver Disease;journal;10893261,15578220;783;Q2;88;Hepatology (Q2)
2928;26527;Fundamenta Mathematicae;journal;17306329,00162740;783;Q2;36;Algebra and Number Theory (Q2)
2929;37473;Gold Bulletin;journal;171557;783;Q1;65;Materials Science (miscellaneous) (Q1),Inorganic Chemistry (Q2)
2930;26350;Journal of European Social Policy;journal;14617269,09589290;783;Q1;82;Management,Monitoring,Policy and Law (Q1),Social Sciences (miscellaneous) (Q1)
2931;28561;Auditing;journal;15587991,02780380;782;Q2;92;Accounting (Q2),Economics and Econometrics (Q2),Finance (Q2)
2932;12305;Information Systems;journal;3064379;782;Q1;92;Hardware and Architecture (Q1),Software (Q1),Information Systems (Q2)
2933;16785;Journal of NeuroVirology;journal;15382443,13550280;782;Q2;91;Neurology (Q2),Neurology (clinical) (Q2),Virology (Q2),Cellular and Molecular Neuroscience (Q4)
2934;22838;Political Communication;journal;10584609,10917680;782;Q1;98;Communication (Q1),Sociology and Political Science (Q1)
2935;21933;Decision Support Systems;journal;1679236;781;Q1;170;Arts and Humanities (miscellaneous) (Q1),Management Information Systems (Q1),Developmental and Educational Psychology (Q2),Information Systems (Q2),Information Systems and Management (Q2)
2936;20328;Ecoscience;journal;11956860;781;Q1;75;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q2)
2937;18709;IEEE Software;journal;7407459;781;Q1;121;Software (Q1)
2938;25849;International Studies Review;journal;15219488,14682490;781;Q1;68;Geography,Planning and Development (Q1),Political Science and International Relations (Q1)
2939;16930;Mineralogical Magazine;journal;0026461X,14718022;781;Q2;76;Geochemistry and Petrology (Q2)
2940;94353;Weed Research;journal;431737,13653180;781;Q1;82;Agronomy and Crop Science (Q1),Plant Science (Q1),Ecology,Evolution,Behavior and Systematics (Q2)
2941;14230;Cultural Diversity and Ethnic Minority Psychology;journal;10999809,19390110;780;Q1;90;Social Psychology (Q1),Sociology and Political Science (Q1)
2942;12539;European Journal of Nutrition;journal;14366215,14366210;780;Q1;112;Medicine (miscellaneous) (Q1),Nutrition and Dietetics (Q1)
2943;27955;Fortschritte der Physik;journal;15213978,00158210;780;Q2;68;Physics and Astronomy (miscellaneous) (Q2)
2944;25844;GFF;journal;11035897;780;Q1;44;Geology (Q1),Paleontology (Q2)
2945;26098;IEEE Transactions on Parallel and Distributed Systems;journal;10459219;780;Q1;153;Hardware and Architecture (Q1),Computational Theory and Mathematics (Q2),Signal Processing (Q2)
2946;29864;La Rivista del Nuovo Cimento;journal;0393697X;780;Q2;48;Physics and Astronomy (miscellaneous) (Q2)
2947;24250;Archives of Dermatological Research;journal;03403696,1432069X;779;Q1;88;Dermatology (Q1),Medicine (miscellaneous) (Q1)
2948;20233;Journal of Medical Microbiology;journal;222615;779;Q1;126;Medicine (miscellaneous) (Q1),Microbiology (medical) (Q1),Microbiology (Q2)
2949;19700;European Journal of Clinical Microbiology and Infectious Diseases;journal;9349723,14354373;778;Q1;117;Medicine (miscellaneous) (Q1),Microbiology (medical) (Q1),Infectious Diseases (Q2)
2950;21219;Meat Science;journal;3091740,18734138;778;Q1;185;Food Science (Q1)
2951;14606;Ophthalmic Epidemiology;journal;9286586,17445086;778;Q1;71;Ophthalmology (Q1),Epidemiology (Q2)
2952;24857;Journal of Cutaneous Pathology;journal;16000560,03036990;777;Q1;82;Dermatology (Q1),Pathology and Forensic Medicine (Q1),Histology (Q2)
2953;27997;Public Health Nutrition;journal;14752727,13689800;777;Q1;156;Medicine (miscellaneous) (Q1),Nutrition and Dietetics (Q1),Public Health,Environmental and Occupational Health (Q1)
2954;24946;Sexually Transmitted Infections;journal;14723263,13684970;777;Q1;108;Dermatology (Q1),Infectious Diseases (Q2)
2955;9500153922;American Journal of Reproductive Immunology;journal;16000897,10467410;776;Q1;109;Obstetrics and Gynecology (Q1),Reproductive Medicine (Q1),Immunology (Q2),Immunology and Allergy (Q2)
2956;24672;Crystal Growth and Design;journal;15287505,15287480;776;Q1;169;Chemistry (miscellaneous) (Q1),Materials Science (miscellaneous) (Q1),Condensed Matter Physics (Q2)
2957;29178;Ergonomics;journal;140139,13665847;776;Q1;124;Human Factors and Ergonomics (Q1),Physical Therapy,Sports Therapy and Rehabilitation (Q1)
2958;20621;Experimental Mechanics;journal;144851,17412765;776;Q1;98;Aerospace Engineering (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q2)
2959;23014;Journal of Drug Targeting;journal;10292330,1061186X;776;Q1;101;Pharmaceutical Science (Q1)
2960;17815;Materials Science and Technology;journal;2670836,17432847;776;Q1;103;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Condensed Matter Physics (Q2),Mechanics of Materials (Q2)
2961;25892;Discrete Mathematics;journal;0012365X;775;Q2;83;Discrete Mathematics and Combinatorics (Q2),Theoretical Computer Science (Q2)
2962;13563;Educational and Psychological Measurement;journal;131644,15523888;775;Q1;105;Education (Q1),Psychology (miscellaneous) (Q1),Applied Mathematics (Q2),Applied Psychology (Q2),Developmental and Educational Psychology (Q2)
2963;21983;Herpetologica;journal;180831;775;Q1;54;Animal Science and Zoology (Q1),Ecology,Evolution,Behavior and Systematics (Q2)
2964;21244;International Archives of Allergy and Immunology;journal;14230097,10182440;775;Q1;108;Medicine (miscellaneous) (Q1),Immunology (Q2),Immunology and Allergy (Q2)
2965;17700155817;Australasian Journal of Combinatorics;journal;10344942,22023520;774;Q2;32;Discrete Mathematics and Combinatorics (Q2)
2966;28466;Economic History Review;journal;130117,14680289;774;Q1;57;History (Q1),Economics and Econometrics (Q2)
2967;17009;Peritoneal Dialysis International;journal;17184304,08968610;774;Q1;88;Medicine (miscellaneous) (Q1),Nephrology (Q1)
2968;20888;Virus Research;journal;1681702,18727492;774;Q2;136;Cancer Research (Q2),Infectious Diseases (Q2),Virology (Q2)
2969;28097;BMC Family Practice;journal;14712296;773;Q2;0;Family Practice (Q2)
2970;29187;Cancer Science;journal;13497006,13479030;773;Q1;157;Medicine (miscellaneous) (Q1),Cancer Research (Q2),Oncology (Q2)
2971;23552;Cultural Geographies;journal;14744740,14770880;773;Q1;64;Cultural Studies (Q1),Environmental Science (miscellaneous) (Q1),Geography,Planning and Development (Q1)
2972;24345;Dermatology;journal;10188665,14219830;773;Q1;102;Dermatology (Q1)
2973;13307;Nutrition;journal;18731244,08999010;773;Q1;156;Nutrition and Dietetics (Q1),Endocrinology,Diabetes and Metabolism (Q2)
2974;26951;Studies in Applied Mathematics;journal;14679590,00222530;773;Q2;48;Applied Mathematics (Q2)
2975;13844;Documenta Ophthalmologica;journal;15732622,00124490;772;Q1;59;Ophthalmology (Q1),Physiology (medical) (Q2),Sensory Systems (Q3)
2976;25098;Future of Children;journal;15501558,10548290;772;Q1;94;Health (social science) (Q1),Public Health,Environmental and Occupational Health (Q1),Sociology and Political Science (Q1)
2977;23774;International Journal of Cardiology;journal;18741754,01675270;772;Q1;139;Cardiology and Cardiovascular Medicine (Q1)
2978;16448;Journal of Urban Health;journal;10993460,14682870;772;Q1;103;Health (social science) (Q1),Public Health,Environmental and Occupational Health (Q1)
2979;18710;Psychiatry (New York);journal;00332747,1943281X;772;Q1;67;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q2)
2980;13845;Bulletin of Mathematical Biology;journal;928240,15229602;771;Q1;93;Agricultural and Biological Sciences (miscellaneous) (Q1),Environmental Science (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q2),Computational Theory and Mathematics (Q2),Immunology (Q2),Mathematics (miscellaneous) (Q2),Neuroscience (miscellaneous) (Q2),Pharmacology (Q2)
2981;24497;Wildlife Monographs;book series;840173;771;Q2;43;Ecology,Evolution,Behavior and Systematics (Q2),Nature and Landscape Conservation (Q2)
2982;12164;Brain and Language;journal;10902155,0093934X;770;Q1;136;Linguistics and Language (Q1),Speech and Hearing (Q1),Cognitive Neuroscience (Q3),Experimental and Cognitive Psychology (Q3)
2983;19312;Lichenologist;journal;242829,10961135;770;Q2;52;Ecology,Evolution,Behavior and Systematics (Q2)
2984;30056;Acta Obstetricia et Gynecologica Scandinavica;journal;16000412,00016350;769;Q1;114;Medicine (miscellaneous) (Q1),Obstetrics and Gynecology (Q1)
2985;19294;Journal of Scheduling;journal;10946136;769;Q1;64;Engineering (miscellaneous) (Q1),Software (Q1),Artificial Intelligence (Q2),Management Science and Operations Research (Q2)
2986;29113;Contemporary Accounting Research;journal;8239150;768;Q2;115;Accounting (Q2),Economics and Econometrics (Q2),Finance (Q2)
2987;29121;Physica E: Low-Dimensional Systems and Nanostructures;journal;13869477;768;Q2;106;Atomic and Molecular Physics,and Optics (Q2),Condensed Matter Physics (Q2),Electronic,Optical and Magnetic Materials (Q2),Nanoscience and Nanotechnology (Q3)
2988;19123;Quality and Reliability Engineering International;journal;7488017,10991638;768;Q1;70;Safety,Risk,Reliability and Quality (Q1),Management Science and Operations Research (Q2)
2989;27843;Annual Reviews in Control;journal;13675788;767;Q1;93;Software (Q1),Control and Systems Engineering (Q2)
2990;26119;Hormone and Metabolic Research;journal;14394286,00185040;767;Q1;98;Biochemistry (medical) (Q1),Medicine (miscellaneous) (Q1),Biochemistry (Q2),Clinical Biochemistry (Q2),Endocrinology (Q2),Endocrinology,Diabetes and Metabolism (Q2)
2991;15641;Journal of Family Issues;journal;15525481,0192513X;767;Q1;94;Social Sciences (miscellaneous) (Q1)
2992;17012;Journal of Petroleum Geology;journal;17475457,01416420;767;Q1;50;Earth and Planetary Sciences (miscellaneous) (Q1),Energy Engineering and Power Technology (Q1),Fuel Technology (Q1),Geology (Q1)
2993;26178;Journal of Public Health Dentistry;journal;224006;767;Q1;70;Dentistry (miscellaneous) (Q1),Public Health,Environmental and Occupational Health (Q1)
2994;19811;Annals of the Entomological Society of America;journal;138746;766;Q1;78;Insect Science (Q1)
2995;13682;European Archives of Oto-Rhino-Laryngology;journal;9374477,14344726;766;Q1;83;Medicine (miscellaneous) (Q1),Otorhinolaryngology (Q1)
2996;21941;Folia Primatologica;journal;155713,14219980;766;Q1;49;Animal Science and Zoology (Q1),Ecology,Evolution,Behavior and Systematics (Q2)
2997;29615;Health Education Research;journal;14653648,02681150;766;Q1;114;Education (Q1),Public Health,Environmental and Occupational Health (Q1)
2998;25509;Information and Computation;journal;10902651,08905400;766;Q2;79;Computational Theory and Mathematics (Q2),Computer Science Applications (Q2),Information Systems (Q2),Theoretical Computer Science (Q2)
2999;24061;Journal of Raman Spectroscopy;journal;3770486,10974555;766;Q1;123;Materials Science (miscellaneous) (Q1),Spectroscopy (Q2)
3000;23465;China Quarterly;journal;3057410,14682648;765;Q1;94;Development (Q1),Geography,Planning and Development (Q1),Political Science and International Relations (Q1)
3001;14176;Annals of Clinical Psychiatry;journal;10401237,15473330;764;Q1;75;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q2)
3002;25987;Social Networks;journal;3788733;764;Q1;109;Anthropology (Q1),Psychology (miscellaneous) (Q1),Social Sciences (miscellaneous) (Q1),Sociology and Political Science (Q1)
3003;15631;International Journal of Information Management;journal;2684012;763;Q1;152;Computer Networks and Communications (Q1),Library and Information Sciences (Q1),Information Systems (Q2)
3004;23865;Journal of Economic Behavior and Organization;journal;1672681;763;Q1;129;Organizational Behavior and Human Resource Management (Q1),Economics and Econometrics (Q2)
3005;29029;Journal of Physics G: Nuclear and Particle Physics;journal;13616471,09543900;763;Q2;112;Nuclear and High Energy Physics (Q2)
3006;27910;New Zealand Journal of Marine and Freshwater Research;journal;288330,11758805;763;Q1;61;Ecology (Q1),Water Science and Technology (Q1),Aquatic Science (Q2),Ecology,Evolution,Behavior and Systematics (Q2)
3007;25881;JAOCS,Journal of the American Oil Chemists' Society;journal;15589331,0003021X;762;Q1;128;Chemical Engineering (miscellaneous) (Q1),Organic Chemistry (Q2)
3008;25107;Mathematische Nachrichten;journal;15222616,0025584X;762;Q2;52;Mathematics (miscellaneous) (Q2)
3009;18001;Neuropsychobiology;journal;0302282X,14230224;762;Q2;89;Neuropsychology and Physiological Psychology (Q2),Psychiatry and Mental Health (Q2),Biological Psychiatry (Q3)
3010;26727;Thyroid;journal;15579077,10507260;762;Q1;156;Medicine (miscellaneous) (Q1),Endocrinology (Q2),Endocrinology,Diabetes and Metabolism (Q2)
3011;24175;Constraints;journal;15729354,13837130;761;Q2;47;Artificial Intelligence (Q2),Computational Theory and Mathematics (Q2),Software (Q2),Discrete Mathematics and Combinatorics (Q3)
3012;24045;Journal of Near Infrared Spectroscopy;journal;17516552,09670340;761;Q2;60;Spectroscopy (Q2)
3013;17096;Magazine of Concrete Research;journal;1751763X,00249831;761;Q1;69;Building and Construction (Q1),Civil and Structural Engineering (Q1),Materials Science (miscellaneous) (Q1)
3014;12274;Progress in Aerospace Sciences;journal;3760421;761;Q1;129;Aerospace Engineering (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q2)
3015;18875;Seminars in Diagnostic Pathology;journal;19301111,07402570;761;Q1;75;Pathology and Forensic Medicine (Q1)
3016;16525;Journal of Portfolio Management;journal;954918;760;Q1;57;Business,Management and Accounting (miscellaneous) (Q1),Accounting (Q2),Economics and Econometrics (Q2),Finance (Q2)
3017;4700152753;Translational Research;journal;19315244;760;Q1;111;Biochemistry (medical) (Q1),Medicine (miscellaneous) (Q1),Public Health,Environmental and Occupational Health (Q1)
3018;20241;Journal of Virological Methods;journal;1660934,18790984;759;Q2;109;Virology (Q2)
3019;24709;Materials Research Bulletin;journal;255408;759;Q1;124;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Condensed Matter Physics (Q2),Mechanics of Materials (Q2)
3020;27885;Powder Metallurgy;journal;17432901,00325900;759;Q1;50;Ceramics and Composites (Q1),Metals and Alloys (Q1),Condensed Matter Physics (Q2),Materials Chemistry (Q2),Mechanics of Materials (Q2)
3021;13040;Antarctic Science;journal;9541020,13652079;758;Q1;75;Geology (Q1),Ecology,Evolution,Behavior and Systematics (Q2),Oceanography (Q2)
