Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Categories
27;18555;Journal of Cell Biology;journal;15408140,00219530;11.551;Q1;405;Cell Biology (Q1),Medicine (miscellaneous) (Q1)
28;23571;Science;journal;10959203,00368080;11.428;Q1;1283;History and Philosophy of Science (Q1),Multidisciplinary (Q1)
29;17978;Neuron;journal;10974199,08966270;11.416;Q1;511;Neuroscience (miscellaneous) (Q1)
30;20278;Microbiology and Molecular Biology Reviews;journal;10985557,10922170;11.404;Q1;267;Immunology and Microbiology (miscellaneous)  (Q1),Molecular Biology (Q1)
31;21206;Nature;journal;14764687,00280840;11.384;Q1;1331;Multidisciplinary (Q1)
32;28773;Ca-A Cancer Journal for Clinicians;journal;15424863,00079240;11.335;Q1;198;Hematology (Q1),Oncology (Q1)
33;26651;Annual Review of Astronomy and Astrophysics;book series;15454282,00664150;11.233;Q1;200;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
34;26978;Advances in Physics;journal;14606976,00018730;11.027;Q1;121;Condensed Matter Physics (Q1)
35;21272;Journal of Experimental Medicine;journal;221007,15409538;10.930;Q1;478;Immunology (Q1),Immunology and Allergy (Q1),Medicine (miscellaneous) (Q1)
36;22080;Current Opinion in Genetics and Development;journal;0959437X,18790380;10.655;Q1;197;Developmental Biology (Q1),Genetics (Q1)
37;16161;Review of Financial Studies;journal;14657368,08939450;10.574;Q1;218;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
38;21318;Nature Reviews Immunology;journal;14741741,14741730;10.570;Q1;444;Immunology (Q1),Medicine (miscellaneous) (Q1)
39;15847;New England Journal of Medicine;journal;284793,15334406;10.407;Q1;1130;Medicine (miscellaneous) (Q1)
40;120008;Annual Review of Physiology;journal;664278,15451585;10.339;Q1;228;Physiology (Q1)
41;17435;EMBO Journal;journal;2614189,14602075;10.214;Q1;417;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1),Neuroscience (miscellaneous) (Q1)
42;12464;Nature Reviews Cancer;journal;1474175X,14741768;10.000;Q1;484;Cancer Research (Q1),Oncology (Q1)
43;12286;Surface Science Reports;journal;01675729,1879274X;9.807;Q1;126;Condensed Matter Physics (Q1),Electronic,Optical and Magnetic Materials (Q1),Materials Chemistry (Q1),Metals and Alloys (Q1),Surfaces and Interfaces (Q1),Surfaces,Coatings and Films (Q1)
44;18991;Nature Reviews Genetics;journal;14710056,14710060;9.608;Q1;406;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
45;20110;NBER Macroeconomics Annual;book series;15372642,08893370;9.588;Q1;68;Economics and Econometrics (Q1)
46;29093;Cancer Cell;journal;15356108,18783690;9.460;Q1;378;Cancer Research (Q1),Cell Biology (Q1),Oncology (Q1)
47;21708;Annual Review of Genomics and Human Genetics;journal;15278204,1545293X;9.343;Q1;126;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
48;15819;Nature Medicine;journal;1546170X,10788956;9.288;Q1;605;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
49;14816;Trends in Biochemical Sciences;journal;13624326,03765067,09680004;9.151;Q1;292;Biochemistry (Q1),Molecular Biology (Q1)
50;16721;Annual Review of Plant Biology;journal;15452123,15435010;9.067;Q1;286;Cell Biology (Q1),Molecular Biology (Q1),Physiology (Q1),Plant Science (Q1)
51;19614;Annual Review of Microbiology;journal;664227,15453251;9.064;Q1;206;Microbiology (Q1)
52;19482;Econometrica;journal;129682,14680262;9.055;Q1;213;Economics and Econometrics (Q1)
53;17436;Nature Neuroscience;journal;10976256,15461730;9.044;Q1;460;Neuroscience (miscellaneous) (Q1)
54;22657;Accounts of Chemical Research;journal;14842,15204898;8.708;Q1;436;Chemistry (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
55;27165;Journal of Economic Literature;journal;220515;8.336;Q1;173;Economics and Econometrics (Q1)
56;29229;Physics Reports;journal;3701573;8.303;Q1;306;Physics and Astronomy (miscellaneous) (Q1)
57;16036;Administrative Science Quarterly;journal;18392,19303815;8.103;Q1;201;Arts and Humanities (miscellaneous) (Q1),Public Administration (Q1),Sociology and Political Science (Q1)
58;4100151532;Advances in Experimental Social Psychology;book series;652601;8.025;Q1;96;Social Psychology (Q1)
59;17814;Materials Science and Engineering: R: Reports;journal;0927796X;7.961;Q1;159;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
60;21100228547;JAMA Psychiatry;journal;21686238,2168622X;7.940;Q1;394;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
61;15870;Journal of Clinical Investigation;journal;219738,15588238;7.864;Q1;527;Medicine (miscellaneous) (Q1)
62;14621;Annual Review of Nuclear and Particle Science;book series;1638998;7.767;Q1;109;Nuclear and High Energy Physics (Q1)
63;20151;Advances in Immunology;journal;652776,15578445;7.762;Q1;112;Immunology (Q1),Immunology and Allergy (Q1)
64;16594;Plant Cell;journal;1532298X,10404651;7.727;Q1;380;Cell Biology (Q1),Plant Science (Q1)
65;14992;Current Opinion in Neurobiology;journal;9594388,18736882;7.724;Q1;242;Neuroscience (miscellaneous) (Q1)
66;14150;Molecular and Cellular Biology;journal;2707306,10985549;7.710;Q1;347;Cell Biology (Q1),Molecular Biology (Q1)
67;22951;Journal of Marketing;journal;15477185,00222430;7.603;Q1;268;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
68;26038;Endocrine Reviews;journal;19457189,0163769X;7.583;Q1;293;Endocrinology (Q1),Endocrinology,Diabetes and Metabolism (Q1)
69;71056;MMWR Surveillance Summaries;journal;15458636,15460740;7.506;Q1;114;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1)
70;29838;Journal of Accounting and Economics;journal;1654101;7.461;Q1;174;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
71;23157;Strategic Management Journal;journal;10970266,01432100;7.336;Q1;318;Business and International Management (Q1),Strategy and Management (Q1)
72;17437;Nature Reviews Neuroscience;journal;14710048,1471003X;7.259;Q1;455;Neuroscience (miscellaneous) (Q1)
73;20191;Academy of Management Journal;journal;14273;7.255;Q1;358;Business and International Management (Q1),Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
74;24404;Journal of Political Economy;journal;00223808,1537534X;7.202;Q1;207;Economics and Econometrics (Q1)
75;18797;Current Opinion in Immunology;journal;9527915;7.175;Q1;204;Immunology (Q1),Immunology and Allergy (Q1)
76;14531;Development (Cambridge);journal;14779129,09501990;7.168;Q1;349;Developmental Biology (Q1),Molecular Biology (Q1)
77;19434;MMWR Recommendations and Reports;journal;10575987,15458600;7.149;Q1;151;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1),Medicine (miscellaneous) (Q1)
78;21121;Proceedings of the National Academy of Sciences of the United States of America;journal;10916490,00278420;7.129;Q1;838;Multidisciplinary (Q1)
79;18605;Molecular Biology of the Cell;journal;10591524,19394590;7.051;Q1;240;Cell Biology (Q1),Molecular Biology (Q1)
80;12394;Nature Structural and Molecular Biology;journal;15459993,15459990;6.992;Q1;292;Molecular Biology (Q1),Structural Biology (Q1)
81;26555;Annual Review of Physical Chemistry;journal;0066426X,15451593;6.876;Q1;180;Physical and Theoretical Chemistry (Q1)
82;110325;Annual Review of Ecology,Evolution,and Systematics;book series;1543592X;6.812;Q1;234;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q1)
83;22214;Genome Research;journal;15495469,10889050;6.795;Q1;319;Genetics (Q1),Genetics (clinical) (Q1)
84;21100213100;Medicine;journal;15788822,03045410;6.715;Q1;7;Medicine (miscellaneous) (Q1)
85;80280;Biochimica et Biophysica Acta - Reviews on Cancer;journal;0304419X;6.667;Q1;151;Cancer Research (Q1),Genetics (Q1),Oncology (Q1)
86;14913;Quarterly Reviews of Biophysics;journal;335835,14698994;6.612;Q1;105;Biophysics (Q1)
87;28599;Reviews of Geophysics;journal;87551209;6.599;Q1;180;Geophysics (Q1)
88;15537;Current Biology;journal;18790445,09609820;6.544;Q1;347;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
89;14511;Current Topics in Developmental Biology;journal;702153,15578933;6.520;Q1;107;Cell Biology (Q1),Developmental Biology (Q1)
90;20206;Academy of Management Review;journal;3637425;6.515;Q1;293;Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
91;20425;Nature Reviews Drug Discovery;journal;14741784,14741780;6.281;Q1;370;Drug Discovery (Q1),Medicine (miscellaneous) (Q1),Pharmacology (Q1)
92;19049;Trends in Genetics;journal;1689525,13624555;6.278;Q1;237;Genetics (Q1)
93;19939;Trends in Neurosciences;journal;03785912,01662236,1878108X;6.238;Q1;311;Neuroscience (miscellaneous) (Q1)
94;24025;Progress in Neurobiology;journal;18735118,03010080;6.096;Q1;249;Neuroscience (miscellaneous) (Q1)
95;17400;Current Opinion in Structural Biology;journal;1879033X,0959440X;6.070;Q1;213;Molecular Biology (Q1),Structural Biology (Q1)
96;21677;American Journal of Human Genetics;journal;15376605,00029300;6.037;Q1;321;Genetics (Q1),Genetics (clinical) (Q1)
97;16764;Journal of Neuroscience;journal;2706474,15292401;6.027;Q1;488;Neuroscience (miscellaneous) (Q1)
98;12010;Annual Review of Psychology;journal;664308,15452085;6.015;Q1;266;Psychology (miscellaneous) (Q1)
99;22697;American Economic Review;journal;28282;5.965;Q1;337;Economics and Econometrics (Q1)
100;13467;Psychological Review;journal;19391471,0033295X;5.959;Q1;230;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
101;17421;Cytokine and Growth Factor Reviews;journal;18790305,13596100;5.801;Q1;175;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Endocrinology,Diabetes and Metabolism (Q1),Immunology (Q1),Immunology and Allergy (Q1)
102;20497;Annual Review of Materials Research;book series;15317331,15454120;5.792;Q1;173;Materials Science (miscellaneous) (Q1)
103;22581;Circulation;journal;97322,15244539;5.768;Q1;654;Cardiology and Cardiovascular Medicine (Q1),Physiology (medical) (Q1)
104;29709;Reports on Progress in Physics;journal;13616633,00344890;5.741;Q1;237;Medicine (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
105;24668;Journal of the American Mathematical Society;journal;10886834,08940350;5.699;Q1;104;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
106;22266;Human Molecular Genetics;journal;14602083,09646910;5.690;Q1;294;Genetics (Q1),Genetics (clinical) (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1)
107;13174;BioEssays;journal;2659247,15211878;5.620;Q1;196;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
108;23063;Circulation Research;journal;97330,15244571;5.607;Q1;369;Cardiology and Cardiovascular Medicine (Q1),Physiology (Q1)
109;13443;Psychological Bulletin;journal;332909,19391455;5.571;Q1;345;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
110;26465;Progress in Polymer Science;journal;796700;5.552;Q1;313;Ceramics and Composites (Q1),Materials Chemistry (Q1),Organic Chemistry (Q1),Polymers and Plastics (Q1),Surfaces and Interfaces (Q1)
111;17528;Journal of Financial Markets;journal;13864181;5.481;Q1;67;Economics and Econometrics (Q1),Finance (Q1)
112;19065;Traffic;journal;16000854,13989220;5.481;Q1;141;Biochemistry (Q1),Cell Biology (Q1),Genetics (Q1),Molecular Biology (Q1),Structural Biology (Q1)
113;22961;Journal of Marketing Research;journal;222437,15477193;5.399;Q1;192;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
114;24393;Journal of International Economics;journal;221996;5.387;Q1;151;Economics and Econometrics (Q1),Finance (Q1)
115;18556;Journal of Cell Science;journal;14779137,00219530;5.354;Q1;298;Cell Biology (Q1)
116;22088;EMBO Reports;journal;14693178,1469221X;5.290;Q1;202;Biochemistry (Q1),Genetics (Q1),Molecular Biology (Q1)
117;14365;Trends in Ecology and Evolution;journal;1695347,18728383;5.288;Q1;370;Ecology,Evolution,Behavior and Systematics (Q1)
118;12402;MIS Quarterly: Management Information Systems;journal;2767783,21629730;5.261;Q1;257;Computer Science Applications (Q1),Information Systems (Q1),Information Systems and Management (Q1),Management Information Systems (Q1)
119;19651;Clinical Microbiology Reviews;journal;8938512,10986618;5.245;Q1;314;Epidemiology (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (medical) (Q1),Public Health,Environmental and Occupational Health (Q1)
120;28980;Journal of Economic Perspectives;journal;8953309;5.245;Q1;213;Economics and Econometrics (Q1)
121;23672;RAND Journal of Economics;journal;17562171,07416260;5.219;Q1;121;Economics and Econometrics (Q1)
122;17924;Current Opinion in Plant Biology;journal;18790356,13695270;5.188;Q1;223;Plant Science (Q1)
123;28418;Brookings Papers on Economic Activity;journal;72303,15334465;5.181;Q1;93;Business,Management and Accounting (miscellaneous) (Q1),Economics and Econometrics (Q1)
124;31446;Catalysis reviews;journal;3602451;5.171;Q1;0;Catalysis (Q1),Chemistry (miscellaneous) (Q1),Process Chemistry and Technology (Q1)
125;21365;Trends in Immunology;journal;14714906,14714980;5.138;Q1;245;Immunology (Q1),Immunology and Allergy (Q1)
126;13550;Journal of Climate;journal;15200442,08948760;5.120;Q1;319;Atmospheric Science (Q1)
127;23262;Inventiones Mathematicae;journal;209910,14321297;5.116;Q1;118;Mathematics (miscellaneous) (Q1)
128;14305;Systematic Biology;journal;1076836X,10635157;5.084;Q1;196;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
129;29949;Journal of Clinical Oncology;journal;15277755,0732183X;5.044;Q1;600;Cancer Research (Q1),Medicine (miscellaneous) (Q1),Oncology (Q1)
130;12459;Journal of the National Cancer Institute;journal;14602105,00278870;5.004;Q1;377;Cancer Research (Q1),Oncology (Q1)
131;23714;Marketing Science;journal;07322399,1526548X;4.991;Q1;145;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
132;19708;FEMS Microbiology Reviews;journal;1686445,15746976;4.974;Q1;237;Infectious Diseases (Q1),Microbiology (Q1)
133;13456;Psychological Inquiry;journal;15327965,1047840X;4.910;Q1;94;Psychology (miscellaneous) (Q1)
134;22324;Organization Science;journal;15265455,10477040;4.840;Q1;269;Management of Technology and Innovation (Q1),Organizational Behavior and Human Resource Management (Q1),Strategy and Management (Q1)
135;14855;Cerebral Cortex;journal;10473211,14602200;4.824;Q1;271;Cellular and Molecular Neuroscience (Q1),Cognitive Neuroscience (Q1)
136;13839;Annual Review of Fluid Mechanics;book series;15454479,00664190;4.805;Q1;207;Condensed Matter Physics (Q1)
137;17809;Trends in Plant Science;journal;13601385,18784370;4.777;Q1;293;Plant Science (Q1)
138;20810;Immunological Reviews;journal;01052896,1600065X;4.771;Q1;243;Immunology (Q1),Immunology and Allergy (Q1)
139;28690;Advances in Cancer Research;journal;0065230X;4.758;Q1;103;Cancer Research (Q1),Oncology (Q1)
140;29086;Nuclear Physics B;journal;5503213;4.743;Q1;262;Nuclear and High Energy Physics (Q1)
141;24202;Review of Economic Studies;journal;00346527,1467937X;4.723;Q1;158;Economics and Econometrics (Q1)
142;26463;Progress in Lipid Research;journal;18732194,01637830;4.667;Q1;162;Biochemistry (Q1),Cell Biology (Q1)
143;29150;Physical Review Letters;journal;10797114,00319010;4.661;Q1;674;Physics and Astronomy (miscellaneous) (Q1)
144;30039;Journal of Personality and Social Psychology;journal;223514;4.638;Q1;416;Social Psychology (Q1),Sociology and Political Science (Q1)
145;39139;International Organization;journal;15315088,00208180;4.626;Q1;157;Law (Q1),Organizational Behavior and Human Resource Management (Q1),Political Science and International Relations (Q1),Sociology and Political Science (Q1)
146;19900192103;Astrophysical Journal Letters;journal;20418213,20418210;4.624;Q1;184;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
147;23350;Chemical Society Reviews;journal;3060012,14604744;4.616;Q1;595;Chemistry (miscellaneous) (Q1)
148;22401;Journal of the American College of Cardiology;journal;15583597,07351100;4.605;Q1;472;Cardiology and Cardiovascular Medicine (Q1)
149;14428;Journal of the Mechanics and Physics of Solids;journal;225096;4.603;Q1;190;Condensed Matter Physics (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
150;85291;JAMA - Journal of the American Medical Association;journal;15383598,00987484,00029955;4.602;Q1;739;Medicine (miscellaneous) (Q1)
151;26532;Advances in Catalysis;book series;3600564;4.549;Q1;59;Catalysis (Q1),Chemistry (miscellaneous) (Q1)
152;27498;Annual Review of Medicine;journal;1545326X,00664219;4.548;Q1;174;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
153;17500154901;Progress in Molecular Biology and Translational Science;journal;18771173,18780810;4.547;Q1;110;Molecular Biology (Q1),Molecular Medicine (Q1)
154;80370;Journal of Financial and Quantitative Analysis;journal;221090,17566916;4.543;Q1;138;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
155;13531;Journal of the Royal Statistical Society,Series B: Statistical Methodology;journal;14679868,13697410;4.525;Q1;140;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
156;17664;American Journal of Psychiatry;journal;0002953X,15357228;4.518;Q1;381;Psychiatry and Mental Health (Q1)
157;17278;IEEE Journal of Solid-State Circuits;journal;1558173X,00189200;4.518;Q1;230;Electrical and Electronic Engineering (Q1)
158;17592;Journal of Biological Chemistry;journal;00219258,1083351X;4.512;Q1;544;Biochemistry (Q1),Cell Biology (Q1),Molecular Biology (Q1)
159;64345;Ecological Monographs;journal;129615;4.509;Q1;168;Ecology,Evolution,Behavior and Systematics (Q1)
160;29183;Cancer Research;journal;85472,15387445;4.505;Q1;483;Cancer Research (Q1),Oncology (Q1)
161;19881;Advanced Materials;journal;9359648,15214095;4.499;Q1;605;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1),Nanoscience and Nanotechnology (Q1)
162;26756;Astronomy and Astrophysics Review;journal;9354956,14320754;4.488;Q1;74;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
163;12172;Climate Dynamics;journal;14320894,09307580;4.481;Q1;181;Atmospheric Science (Q1)
164;19133;Annual Review of Entomology;journal;664170,15454487;4.439;Q1;217;Ecology,Evolution,Behavior and Systematics (Q1),Insect Science (Q1)
165;29993;Annual Review of Nutrition;journal;1999885,15454312;4.431;Q1;174;Medicine (miscellaneous) (Q1),Nutrition and Dietetics (Q1)
166;21275;Journal of Immunology;journal;15506606,00221770;4.409;Q1;401;Immunology (Q1)
167;14204;Nucleic Acids Research;journal;3051048,13624962;4.395;Q1;607;Genetics (Q1)
168;16926;American Journal of Sociology;journal;29602,15375390;4.389;Q1;197;Sociology and Political Science (Q1)
169;16688;Journal of Cognitive Neuroscience;journal;0898929X,15308898;4.368;Q1;230;Cognitive Neuroscience (Q1)
170;12500154701;Advances in Atomic,Molecular and Optical Physics;book series;1049250X;4.365;Q1;57;Electronic,Optical and Magnetic Materials (Q1),Statistical and Nonlinear Physics (Q1)
171;21359;Seminars in Immunology;journal;10445323,10963620;4.329;Q1;141;Immunology (Q1),Immunology and Allergy (Q1)
172;24721;Annals of Mathematics;journal;0003486X;4.321;Q1;129;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
173;18000;American Journal of Respiratory and Critical Care Medicine;journal;1073449X,15354970;4.295;Q1;404;Critical Care and Intensive Care Medicine (Q1),Pulmonary and Respiratory Medicine (Q1)
174;17555;Journal of Monetary Economics;journal;3043932;4.286;Q1;142;Economics and Econometrics (Q1),Finance (Q1)
175;19602;Advances in Microbial Physiology;journal;652911;4.235;Q1;70;Microbiology (Q1),Physiology (Q1)
176;14317;Brain;journal;14602156,00068950;4.229;Q1;365;Medicine (miscellaneous) (Q1),Neurology (clinical) (Q1)
177;15555;American Journal of Political Science;journal;925853,15405907;4.219;Q1;193;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
178;25820;Communications on Pure and Applied Mathematics;journal;103640,10970312;4.212;Q1;115;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
179;24254;IEEE Transactions on Pattern Analysis and Machine Intelligence;journal;1628828;4.208;Q1;397;Applied Mathematics (Q1),Artificial Intelligence (Q1),Computational Theory and Mathematics (Q1),Computer Vision and Pattern Recognition (Q1),Software (Q1)
180;17618;Journal of Molecular Biology;journal;222836,10898638;4.197;Q1;285;Molecular Biology (Q1),Structural Biology (Q1)
181;29889;Solid State Physics: Advances in Research and Applications;book series;811947;4.185;Q1;31;Physics and Astronomy (miscellaneous) (Q1)
182;12604;American Naturalist;journal;30147,15375323;4.180;Q1;224;Ecology,Evolution,Behavior and Systematics (Q1)
183;12523;Oncogene;journal;14765594,09509230;4.173;Q1;360;Cancer Research (Q1),Genetics (Q1),Molecular Biology (Q1)
184;26574;Annals of Internal Medicine;journal;15393704,00034820;4.143;Q1;419;Internal Medicine (Q1),Medicine (miscellaneous) (Q1)
185;22005;Annual Review of Earth and Planetary Sciences;book series;846597;4.138;Q1;171;Astronomy and Astrophysics (Q1),Earth and Planetary Sciences (miscellaneous) (Q1),Space and Planetary Science (Q1)
186;19669;Current Opinion in Microbiology;journal;18790364,13695270;4.135;Q1;193;Infectious Diseases (Q1),Microbiology (Q1),Microbiology (medical) (Q1)
187;12216;Molecular Biology and Evolution;journal;15371719,07374040;4.128;Q1;238;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1),Molecular Biology (Q1)
188;12074;Bulletin of the American Meteorological Society;journal;15200477,00030010;4.113;Q1;218;Atmospheric Science (Q1)
189;19017;RNA;journal;13558382,14699000;4.099;Q1;187;Molecular Biology (Q1)
190;15107;IEEE Transactions on Information Theory;journal;189448,15579654;4.082;Q1;285;Computer Science Applications (Q1),Information Systems (Q1),Library and Information Sciences (Q1)
191;26704;Astronomical Journal;journal;46256,15383881;4.071;Q1;259;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
192;16612;Plant Journal;journal;1365313X,09607412;4.061;Q1;300;Cell Biology (Q1),Genetics (Q1),Plant Science (Q1)
193;14179;Annals of Neurology;journal;15318249,03645130;4.060;Q1;321;Neurology (Q1),Neurology (clinical) (Q1)
194;25487;Diabetes;journal;121797;4.046;Q1;359;Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1)
195;19684;Criminology;journal;17459125,00111380;4.037;Q1;156;Law (Q1),Pathology and Forensic Medicine (Q1)
196;16115;Nature Biotechnology;journal;15461696,10870160;4.031;Q1;491;Applied Microbiology and Biotechnology (Q1),Bioengineering (Q1),Biomedical Engineering (Q1),Biotechnology (Q1),Molecular Medicine (Q1)
197;19040;Seminars in Cell and Developmental Biology;journal;10963634,10849520;4.020;Q1;160;Cell Biology (Q1),Developmental Biology (Q1)
198;22173;Genetics;journal;19432631,00166730;3.998;Q1;265;Genetics (Q1)
199;14536;Developmental Biology;journal;1095564X,00121606;3.989;Q1;239;Cell Biology (Q1),Developmental Biology (Q1),Molecular Biology (Q1)
200;9500153903;Biological Reviews;journal;1469185X,14647931;3.964;Q1;186;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
201;28677;Living Reviews in Relativity;journal;14338351,23673610;3.962;Q1;92;Physics and Astronomy (miscellaneous) (Q1)
202;14151;Molecular and Cellular Proteomics;journal;15359476,15359480;3.962;Q1;202;Analytical Chemistry (Q1),Biochemistry (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1)
203;12872;Cognitive Psychology;journal;10955623,00100290;3.951;Q1;130;Artificial Intelligence (Q1),Developmental and Educational Psychology (Q1),Experimental and Cognitive Psychology (Q1),Linguistics and Language (Q1),Neuropsychology and Physiological Psychology (Q1)
204;13461;Psychological Methods;journal;1082989X,19391463;3.919;Q1;172;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
205;24204;Review of Economics and Statistics;journal;346535,15309142;3.899;Q1;189;Economics and Econometrics (Q1),Social Sciences (miscellaneous) (Q1)
206;27030;Applied Physics Letters;journal;10773118,00036950;3.897;Q1;466;Physics and Astronomy (miscellaneous) (Q1)
