Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Categories
21;20798;Immunity;journal;10974180,10747610;15.352;Q1;436;Immunology (Q1),Immunology and Allergy (Q1),Infectious Diseases (Q1)
22;12000154482;Annual Review of Biophysics;journal;19361238,1936122X;15.211;Q1;169;Biochemistry (Q1),Bioengineering (Q1),Biophysics (Q1),Cell Biology (Q1),Structural Biology (Q1)
23;18606;Molecular Cell;journal;10974164,10972770;14.891;Q1;429;Cell Biology (Q1),Molecular Biology (Q1)
24;24404;Journal of Political Economy;journal;00223808,1537534X;14.775;Q1;207;Economics and Econometrics (Q1)
25;18503;Current Opinion in Cell Biology;journal;9550674,18790410;14.003;Q1;275;Cell Biology (Q1)
26;16721;Annual Review of Plant Biology;journal;15452123,15435010;13.750;Q1;286;Cell Biology (Q1),Molecular Biology (Q1),Physiology (Q1),Plant Science (Q1)
27;21272;Journal of Experimental Medicine;journal;221007,15409538;13.704;Q1;478;Immunology (Q1),Immunology and Allergy (Q1),Medicine (miscellaneous) (Q1)
28;17854;Nature Materials;journal;14764660,14761120;13.205;Q1;533;Chemistry (miscellaneous) (Q1),Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
29;21206;Nature;journal;14764687,00280840;13.170;Q1;1331;Multidisciplinary (Q1)
30;19066;Trends in Cell Biology;journal;9628924,18793088;13.059;Q1;255;Cell Biology (Q1)
31;120008;Annual Review of Physiology;journal;664278,15451585;12.979;Q1;228;Physiology (Q1)
32;21318;Nature Reviews Immunology;journal;14741741,14741730;12.696;Q1;444;Immunology (Q1),Medicine (miscellaneous) (Q1)
33;17500;Journal of Finance;journal;221082,15406261;12.313;Q1;336;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
34;18525;Developmental Cell;journal;15345807,18781550;11.682;Q1;286;Developmental Biology (Q1)
35;17436;Nature Neuroscience;journal;10976256,15461730;11.540;Q1;460;Neuroscience (miscellaneous) (Q1)
36;20278;Microbiology and Molecular Biology Reviews;journal;10985557,10922170;11.499;Q1;267;Immunology and Microbiology (miscellaneous)  (Q1),Molecular Biology (Q1)
37;19482;Econometrica;journal;129682,14680262;11.469;Q1;213;Economics and Econometrics (Q1)
38;17978;Neuron;journal;10974199,08966270;11.408;Q1;511;Neuroscience (miscellaneous) (Q1)
39;15847;New England Journal of Medicine;journal;284793,15334406;11.386;Q1;1130;Medicine (miscellaneous) (Q1)
40;23571;Science;journal;10959203,00368080;11.277;Q1;1283;History and Philosophy of Science (Q1),Multidisciplinary (Q1)
41;14816;Trends in Biochemical Sciences;journal;13624326,03765067,09680004;11.254;Q1;292;Biochemistry (Q1),Molecular Biology (Q1)
42;19434;MMWR Recommendations and Reports;journal;10575987,15458600;11.199;Q1;151;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1),Medicine (miscellaneous) (Q1)
43;19479;Annual Review of Pharmacology and Toxicology;journal;15454304,03621640;11.171;Q1;218;Pharmacology (Q1),Toxicology (Q1)
44;18991;Nature Reviews Genetics;journal;14710056,14710060;11.037;Q1;406;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
45;29229;Physics Reports;journal;3701573;10.958;Q1;306;Physics and Astronomy (miscellaneous) (Q1)
46;12464;Nature Reviews Cancer;journal;1474175X,14741768;10.632;Q1;484;Cancer Research (Q1),Oncology (Q1)
47;21191;Pharmacological Reviews;journal;15210081,00317000;10.461;Q1;247;Molecular Medicine (Q1),Pharmacology (Q1)
48;25781;Aldrichimica Acta;journal;25100;10.417;Q1;61;Organic Chemistry (Q1)
49;146172;Cell Metabolism;journal;15504131;10.243;Q1;318;Cell Biology (Q1),Molecular Biology (Q1),Physiology (Q1)
50;17814;Materials Science and Engineering: R: Reports;journal;0927796X;10.183;Q1;159;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
51;4000151822;Nature Physics;journal;17452473;10.103;Q1;315;Physics and Astronomy (miscellaneous) (Q1)
52;6100153018;Cell Stem Cell;journal;19345909;10.042;Q1;287;Cell Biology (Q1),Genetics (Q1),Molecular Medicine (Q1)
53;21100228547;JAMA Psychiatry;journal;21686238,2168622X;9.880;Q1;394;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
54;26038;Endocrine Reviews;journal;19457189,0163769X;9.865;Q1;293;Endocrinology (Q1),Endocrinology,Diabetes and Metabolism (Q1)
55;19614;Annual Review of Microbiology;journal;664227,15453251;9.844;Q1;206;Microbiology (Q1)
56;23350;Chemical Society Reviews;journal;3060012,14604744;9.797;Q1;595;Chemistry (miscellaneous) (Q1)
57;12394;Nature Structural and Molecular Biology;journal;15459993,15459990;9.602;Q1;292;Molecular Biology (Q1),Structural Biology (Q1)
58;15870;Journal of Clinical Investigation;journal;219738,15588238;9.499;Q1;527;Medicine (miscellaneous) (Q1)
59;19939;Trends in Neurosciences;journal;03785912,01662236,1878108X;9.469;Q1;311;Neuroscience (miscellaneous) (Q1)
60;21708;Annual Review of Genomics and Human Genetics;journal;15278204,1545293X;9.451;Q1;126;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
61;110325;Annual Review of Ecology,Evolution,and Systematics;book series;1543592X;9.363;Q1;234;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q1)
62;17435;EMBO Journal;journal;2614189,14602075;9.337;Q1;417;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1),Neuroscience (miscellaneous) (Q1)
63;22657;Accounts of Chemical Research;journal;14842,15204898;9.308;Q1;436;Chemistry (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
64;12481;Journal of Engineering Education;journal;10694730,21689830;9.256;Q1;119;Education (Q1),Engineering (miscellaneous) (Q1)
65;20110;NBER Macroeconomics Annual;book series;15372642,08893370;9.228;Q1;68;Economics and Econometrics (Q1)
66;26555;Annual Review of Physical Chemistry;journal;0066426X,15451593;9.129;Q1;180;Physical and Theoretical Chemistry (Q1)
67;14621;Annual Review of Nuclear and Particle Science;book series;1638998;9.122;Q1;109;Nuclear and High Energy Physics (Q1)
68;15819;Nature Medicine;journal;1546170X,10788956;9.064;Q1;605;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
69;17437;Nature Reviews Neuroscience;journal;14710048,1471003X;9.030;Q1;455;Neuroscience (miscellaneous) (Q1)
70;26465;Progress in Polymer Science;journal;796700;9.030;Q1;313;Ceramics and Composites (Q1),Materials Chemistry (Q1),Organic Chemistry (Q1),Polymers and Plastics (Q1),Surfaces and Interfaces (Q1)
71;24379;Journal of Financial Economics;journal;0304405X;9.019;Q1;289;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1),Strategy and Management (Q1)
72;4100151532;Advances in Experimental Social Psychology;book series;652601;8.978;Q1;96;Social Psychology (Q1)
73;17378;Critical Reviews in Biochemistry and Molecular Biology;journal;10409238,15497800;8.938;Q1;117;Biochemistry (Q1),Molecular Biology (Q1)
74;12010;Annual Review of Psychology;journal;664308,15452085;8.909;Q1;266;Psychology (miscellaneous) (Q1)
75;16036;Administrative Science Quarterly;journal;18392,19303815;8.877;Q1;201;Arts and Humanities (miscellaneous) (Q1),Public Administration (Q1),Sociology and Political Science (Q1)
76;22080;Current Opinion in Genetics and Development;journal;0959437X,18790380;8.876;Q1;197;Developmental Biology (Q1),Genetics (Q1)
77;20810;Immunological Reviews;journal;01052896,1600065X;8.858;Q1;243;Immunology (Q1),Immunology and Allergy (Q1)
78;22214;Genome Research;journal;15495469,10889050;8.588;Q1;319;Genetics (Q1),Genetics (clinical) (Q1)
79;20206;Academy of Management Review;journal;3637425;8.583;Q1;293;Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
80;19651;Clinical Microbiology Reviews;journal;8938512,10986618;8.562;Q1;314;Epidemiology (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (medical) (Q1),Public Health,Environmental and Occupational Health (Q1)
81;20191;Academy of Management Journal;journal;14273;8.500;Q1;358;Business and International Management (Q1),Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
82;24202;Review of Economic Studies;journal;00346527,1467937X;8.500;Q1;158;Economics and Econometrics (Q1)
83;23157;Strategic Management Journal;journal;10970266,01432100;8.393;Q1;318;Business and International Management (Q1),Strategy and Management (Q1)
84;28677;Living Reviews in Relativity;journal;14338351,23673610;8.374;Q1;92;Physics and Astronomy (miscellaneous) (Q1)
85;26769;Astrophysical Journal,Supplement Series;journal;15384365,00670050;8.314;Q1;262;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
86;22951;Journal of Marketing;journal;15477185,00222430;8.311;Q1;268;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
87;14992;Current Opinion in Neurobiology;journal;9594388,18736882;8.188;Q1;242;Neuroscience (miscellaneous) (Q1)
88;14599;Ecology Letters;journal;1461023X,14610248;8.157;Q1;298;Ecology,Evolution,Behavior and Systematics (Q1)
89;15359;Trends in Cognitive Sciences;journal;1879307X,13646613;8.111;Q1;339;Cognitive Neuroscience (Q1),Experimental and Cognitive Psychology (Q1),Neuropsychology and Physiological Psychology (Q1)
90;14365;Trends in Ecology and Evolution;journal;1695347,18728383;8.023;Q1;370;Ecology,Evolution,Behavior and Systematics (Q1)
91;14531;Development (Cambridge);journal;14779129,09501990;8.017;Q1;349;Developmental Biology (Q1),Molecular Biology (Q1)
92;5200152704;Nature Nanotechnology;journal;17483387,17483400;8.006;Q1;395;Atomic and Molecular Physics,and Optics (Q1),Bioengineering (Q1),Biomedical Engineering (Q1),Condensed Matter Physics (Q1),Electrical and Electronic Engineering (Q1),Materials Science (miscellaneous) (Q1),Nanoscience and Nanotechnology (Q1)
93;18555;Journal of Cell Biology;journal;15408140,00219530;7.960;Q1;405;Cell Biology (Q1),Medicine (miscellaneous) (Q1)
94;29709;Reports on Progress in Physics;journal;13616633,00344890;7.927;Q1;237;Medicine (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
95;12286;Surface Science Reports;journal;01675729,1879274X;7.811;Q1;126;Condensed Matter Physics (Q1),Electronic,Optical and Magnetic Materials (Q1),Materials Chemistry (Q1),Metals and Alloys (Q1),Surfaces and Interfaces (Q1),Surfaces,Coatings and Films (Q1)
96;14913;Quarterly Reviews of Biophysics;journal;335835,14698994;7.797;Q1;105;Biophysics (Q1)
97;17400;Current Opinion in Structural Biology;journal;1879033X,0959440X;7.794;Q1;213;Molecular Biology (Q1),Structural Biology (Q1)
98;17853;Nano Letters;journal;15306992,15306980;7.649;Q1;531;Bioengineering (Q1),Chemistry (miscellaneous) (Q1),Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Nanoscience and Nanotechnology (Q1)
99;12812;Personality and Social Psychology Review;journal;10888683,15327960;7.512;Q1;177;Social Psychology (Q1)
100;16594;Plant Cell;journal;1532298X,10404651;7.458;Q1;380;Cell Biology (Q1),Plant Science (Q1)
101;29838;Journal of Accounting and Economics;journal;1654101;7.434;Q1;174;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
102;22401;Journal of the American College of Cardiology;journal;15583597,07351100;7.341;Q1;472;Cardiology and Cardiovascular Medicine (Q1)
103;20425;Nature Reviews Drug Discovery;journal;14741784,14741780;7.292;Q1;370;Drug Discovery (Q1),Medicine (miscellaneous) (Q1),Pharmacology (Q1)
104;18797;Current Opinion in Immunology;journal;9527915;7.285;Q1;204;Immunology (Q1),Immunology and Allergy (Q1)
105;29949;Journal of Clinical Oncology;journal;15277755,0732183X;7.238;Q1;600;Cancer Research (Q1),Medicine (miscellaneous) (Q1),Oncology (Q1)
106;24721;Annals of Mathematics;journal;0003486X;7.234;Q1;129;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
107;23247;International Journal of Nonlinear Sciences and Numerical Simulation;journal;15651339,21910290;7.126;Q1;60;Applied Mathematics (Q1),Computational Mechanics (Q1),Engineering (miscellaneous) (Q1),Mechanics of Materials (Q1),Modeling and Simulation (Q1),Physics and Astronomy (miscellaneous) (Q1),Statistical and Nonlinear Physics (Q1)
108;24668;Journal of the American Mathematical Society;journal;10886834,08940350;7.075;Q1;104;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
109;21121;Proceedings of the National Academy of Sciences of the United States of America;journal;10916490,00278420;7.034;Q1;838;Multidisciplinary (Q1)
110;85291;JAMA - Journal of the American Medical Association;journal;15383598,00987484,00029955;7.024;Q1;739;Medicine (miscellaneous) (Q1)
111;20313;Nature Reviews Microbiology;journal;17401534,17401530;6.970;Q1;349;Immunology and Microbiology (miscellaneous)  (Q1)
112;19049;Trends in Genetics;journal;1689525,13624555;6.965;Q1;237;Genetics (Q1)
113;24535;Acta Numerica;journal;14740508,09624930;6.913;Q1;82;Mathematics (miscellaneous) (Q1),Numerical Analysis (Q1)
114;21677;American Journal of Human Genetics;journal;15376605,00029300;6.862;Q1;321;Genetics (Q1),Genetics (clinical) (Q1)
115;5700165152;Nature Photonics;journal;17494885;6.830;Q1;362;Atomic and Molecular Physics,and Optics (Q1),Electronic,Optical and Magnetic Materials (Q1)
116;21365;Trends in Immunology;journal;14714906,14714980;6.820;Q1;245;Immunology (Q1),Immunology and Allergy (Q1)
117;39139;International Organization;journal;15315088,00208180;6.798;Q1;157;Law (Q1),Organizational Behavior and Human Resource Management (Q1),Political Science and International Relations (Q1),Sociology and Political Science (Q1)
118;27165;Journal of Economic Literature;journal;220515;6.716;Q1;173;Economics and Econometrics (Q1)
119;21359;Seminars in Immunology;journal;10445323,10963620;6.685;Q1;141;Immunology (Q1),Immunology and Allergy (Q1)
120;16764;Journal of Neuroscience;journal;2706474,15292401;6.678;Q1;488;Neuroscience (miscellaneous) (Q1)
121;12977;PLoS Biology;journal;15449173,15457890;6.663;Q1;293;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Neuroscience (miscellaneous) (Q1)
122;21100778827;Nature Methods;journal;15487091,15487110;6.640;Q1;363;Biochemistry (Q1),Biotechnology (Q1),Cell Biology (Q1),Molecular Biology (Q1)
123;22324;Organization Science;journal;15265455,10477040;6.596;Q1;269;Management of Technology and Innovation (Q1),Organizational Behavior and Human Resource Management (Q1),Strategy and Management (Q1)
124;13443;Psychological Bulletin;journal;332909,19391455;6.592;Q1;345;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
125;20151;Advances in Immunology;journal;652776,15578445;6.569;Q1;112;Immunology (Q1),Immunology and Allergy (Q1)
126;22005;Annual Review of Earth and Planetary Sciences;book series;846597;6.568;Q1;171;Astronomy and Astrophysics (Q1),Earth and Planetary Sciences (miscellaneous) (Q1),Space and Planetary Science (Q1)
127;24135;Bulletin of the American Museum of Natural History;book series;30090;6.549;Q1;61;Agricultural and Biological Sciences (miscellaneous) (Q1),Ecology (Q1)
128;17421;Cytokine and Growth Factor Reviews;journal;18790305,13596100;6.541;Q1;175;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Endocrinology,Diabetes and Metabolism (Q1),Immunology (Q1),Immunology and Allergy (Q1)
129;16161;Review of Financial Studies;journal;14657368,08939450;6.541;Q1;218;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
130;28599;Reviews of Geophysics;journal;87551209;6.512;Q1;180;Geophysics (Q1)
131;24025;Progress in Neurobiology;journal;18735118,03010080;6.465;Q1;249;Neuroscience (miscellaneous) (Q1)
132;17924;Current Opinion in Plant Biology;journal;18790356,13695270;6.428;Q1;223;Plant Science (Q1)
133;19133;Annual Review of Entomology;journal;664170,15454487;6.385;Q1;217;Ecology,Evolution,Behavior and Systematics (Q1),Insect Science (Q1)
134;23063;Circulation Research;journal;97330,15244571;6.357;Q1;369;Cardiology and Cardiovascular Medicine (Q1),Physiology (Q1)
135;26463;Progress in Lipid Research;journal;18732194,01637830;6.329;Q1;162;Biochemistry (Q1),Cell Biology (Q1)
136;14150;Molecular and Cellular Biology;journal;2707306,10985549;6.328;Q1;347;Cell Biology (Q1),Molecular Biology (Q1)
137;22697;American Economic Review;journal;28282;6.323;Q1;337;Economics and Econometrics (Q1)
138;13839;Annual Review of Fluid Mechanics;book series;15454479,00664190;6.306;Q1;207;Condensed Matter Physics (Q1)
139;4000151805;Foundations and Trends in Communications and Information Theory;journal;15672190,15672330;6.257;Q1;28;Applied Mathematics (Q1),Computer Networks and Communications (Q1)
140;16590;Lancet,The;journal;01406736,1474547X;6.255;Q1;855;Medicine (miscellaneous) (Q1)
141;64345;Ecological Monographs;journal;129615;6.240;Q1;168;Ecology,Evolution,Behavior and Systematics (Q1)
142;16115;Nature Biotechnology;journal;15461696,10870160;6.205;Q1;491;Applied Microbiology and Biotechnology (Q1),Bioengineering (Q1),Biomedical Engineering (Q1),Biotechnology (Q1),Molecular Medicine (Q1)
143;29150;Physical Review Letters;journal;10797114,00319010;6.194;Q1;674;Physics and Astronomy (miscellaneous) (Q1)
144;15537;Current Biology;journal;18790445,09609820;6.186;Q1;347;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
145;19700180835;Advances in Protein Chemistry and Structural Biology;journal;18761631,18761620;6.158;Q1;78;Biochemistry (Q1),Structural Biology (Q1)
146;13467;Psychological Review;journal;19391471,0033295X;6.099;Q1;230;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
147;30039;Journal of Personality and Social Psychology;journal;223514;6.096;Q1;416;Social Psychology (Q1),Sociology and Political Science (Q1)
148;4700152228;Molecular Systems Biology;journal;17444292;6.006;Q1;164;Agricultural and Biological Sciences (miscellaneous) (Q1),Applied Mathematics (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Computational Theory and Mathematics (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Information Systems (Q1),Medicine (miscellaneous) (Q1)
149;22581;Circulation;journal;97322,15244539;5.963;Q1;654;Cardiology and Cardiovascular Medicine (Q1),Physiology (medical) (Q1)
150;80280;Biochimica et Biophysica Acta - Reviews on Cancer;journal;0304419X;5.942;Q1;151;Cancer Research (Q1),Genetics (Q1),Oncology (Q1)
151;18605;Molecular Biology of the Cell;journal;10591524,19394590;5.914;Q1;240;Cell Biology (Q1),Molecular Biology (Q1)
152;12459;Journal of the National Cancer Institute;journal;14602105,00278870;5.899;Q1;377;Cancer Research (Q1),Oncology (Q1)
153;18457;Cell Death and Differentiation;journal;13509047,14765400;5.848;Q1;243;Cell Biology (Q1),Molecular Biology (Q1)
154;145558;Political Analysis;journal;10471987,14764990;5.846;Q1;77;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
155;22266;Human Molecular Genetics;journal;14602083,09646910;5.737;Q1;294;Genetics (Q1),Genetics (clinical) (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1)
156;12402;MIS Quarterly: Management Information Systems;journal;2767783,21629730;5.663;Q1;257;Computer Science Applications (Q1),Information Systems (Q1),Information Systems and Management (Q1),Management Information Systems (Q1)
157;19881;Advanced Materials;journal;9359648,15214095;5.655;Q1;605;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1),Nanoscience and Nanotechnology (Q1)
158;27498;Annual Review of Medicine;journal;1545326X,00664219;5.655;Q1;174;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
159;23262;Inventiones Mathematicae;journal;209910,14321297;5.654;Q1;118;Mathematics (miscellaneous) (Q1)
160;16929;American Sociological Review;journal;31224,19398271;5.634;Q1;222;Sociology and Political Science (Q1)
161;13550;Journal of Climate;journal;15200442,08948760;5.628;Q1;319;Atmospheric Science (Q1)
162;71056;MMWR Surveillance Summaries;journal;15458636,15460740;5.615;Q1;114;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1)
163;21100228546;JAMA Internal Medicine;journal;21686114,21686110;5.606;Q1;375;Internal Medicine (Q1)
164;17382;Molecular Psychiatry;journal;14765578,13594180;5.604;Q1;237;Cellular and Molecular Neuroscience (Q1),Molecular Biology (Q1),Psychiatry and Mental Health (Q1)
165;25454;Blood;journal;15280020,00064970;5.594;Q1;506;Biochemistry (Q1),Cell Biology (Q1),Hematology (Q1),Immunology (Q1)
166;22687;Angewandte Chemie - International Edition;journal;14337851,15213770;5.589;Q1;612;Catalysis (Q1),Chemistry (miscellaneous) (Q1)
167;13531;Journal of the Royal Statistical Society,Series B: Statistical Methodology;journal;14679868,13697410;5.559;Q1;140;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
168;17809;Trends in Plant Science;journal;13601385,18784370;5.548;Q1;293;Plant Science (Q1)
169;14317;Brain;journal;14602156,00068950;5.542;Q1;365;Medicine (miscellaneous) (Q1),Neurology (clinical) (Q1)
170;14308;Biological Psychiatry;journal;63223,18732402;5.513;Q1;346;Biological Psychiatry (Q1)
171;18556;Journal of Cell Science;journal;14779137,00219530;5.511;Q1;298;Cell Biology (Q1)
172;9500153903;Biological Reviews;journal;1469185X,14647931;5.451;Q1;186;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
173;18000;American Journal of Respiratory and Critical Care Medicine;journal;1073449X,15354970;5.439;Q1;404;Critical Care and Intensive Care Medicine (Q1),Pulmonary and Respiratory Medicine (Q1)
174;19040;Seminars in Cell and Developmental Biology;journal;10963634,10849520;5.410;Q1;160;Cell Biology (Q1),Developmental Biology (Q1)
175;25487;Diabetes;journal;121797;5.367;Q1;359;Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1)
176;29993;Annual Review of Nutrition;journal;1999885,15454312;5.344;Q1;174;Medicine (miscellaneous) (Q1),Nutrition and Dietetics (Q1)
177;20246;Journal of Labor Economics;journal;0734306X,15375307;5.308;Q1;123;Economics and Econometrics (Q1),Industrial Relations (Q1)
178;29183;Cancer Research;journal;85472,15387445;5.296;Q1;483;Cancer Research (Q1),Oncology (Q1)
179;14179;Annals of Neurology;journal;15318249,03645130;5.274;Q1;321;Neurology (Q1),Neurology (clinical) (Q1)
180;24769;Materials Today;journal;13697021;5.266;Q1;210;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
181;17664;American Journal of Psychiatry;journal;0002953X,15357228;5.264;Q1;381;Psychiatry and Mental Health (Q1)
182;20205;Trends in Molecular Medicine;journal;1471499X,14714914;5.235;Q1;195;Molecular Biology (Q1),Molecular Medicine (Q1)
183;19017;RNA;journal;13558382,14699000;5.227;Q1;187;Molecular Biology (Q1)
184;13649;Annals of Statistics;journal;905364;5.203;Q1;180;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
185;26574;Annals of Internal Medicine;journal;15393704,00034820;5.200;Q1;419;Internal Medicine (Q1),Medicine (miscellaneous) (Q1)
186;24046;Seminars in Cancer Biology;journal;10963650,1044579X;5.172;Q1;169;Cancer Research (Q1)
187;13969;Psychological Science in the Public Interest;journal;21600031,15291010;5.158;Q1;56;Psychology (miscellaneous) (Q1)
188;28980;Journal of Economic Perspectives;journal;8953309;5.133;Q1;213;Economics and Econometrics (Q1)
189;19065;Traffic;journal;16000854,13989220;5.113;Q1;141;Biochemistry (Q1),Cell Biology (Q1),Genetics (Q1),Molecular Biology (Q1),Structural Biology (Q1)
190;23470;Coordination Chemistry Reviews;journal;108545;5.078;Q1;300;Chemistry (miscellaneous) (Q1)
191;4000151808;PLoS Genetics;journal;15537390,15537400;5.063;Q1;259;Cancer Research (Q1),Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
192;22680;Journal of the American Chemical Society;journal;15205126,00027860;5.060;Q1;674;Biochemistry (Q1),Catalysis (Q1),Chemistry (miscellaneous) (Q1),Colloid and Surface Chemistry (Q1)
193;22961;Journal of Marketing Research;journal;222437,15477193;5.054;Q1;192;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
194;13037;Annual Review of Biomedical Engineering;journal;15239829,15454270;5.050;Q1;148;Biomedical Engineering (Q1),Medicine (miscellaneous) (Q1)
195;12523;Oncogene;journal;14765594,09509230;5.025;Q1;360;Cancer Research (Q1),Genetics (Q1),Molecular Biology (Q1)
196;23714;Marketing Science;journal;07322399,1526548X;5.019;Q1;145;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
197;14855;Cerebral Cortex;journal;10473211,14602200;4.992;Q1;271;Cellular and Molecular Neuroscience (Q1),Cognitive Neuroscience (Q1)
198;20497;Annual Review of Materials Research;book series;15317331,15454120;4.986;Q1;173;Materials Science (miscellaneous) (Q1)
199;15555;American Journal of Political Science;journal;925853,15405907;4.977;Q1;193;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
200;24006;Physiology;journal;15489213,15489220;4.962;Q1;138;Physiology (Q1)
