Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Categories
65;22401;Journal of the American College of Cardiology;journal;15583597,07351100;9.989;Q1;472;Cardiology and Cardiovascular Medicine (Q1)
66;18100156701;Nature Chemistry;journal;17554330,17554350;9.927;Q1;271;Chemical Engineering (miscellaneous) (Q1),Chemistry (miscellaneous) (Q1)
67;19014;Nature Cell Biology;journal;14764679,14657390;9.916;Q1;396;Cell Biology (Q1)
68;17700156734;Nature Reviews Clinical Oncology;journal;17594782,17594770;9.882;Q1;198;Oncology (Q1)
69;27165;Journal of Economic Literature;journal;220515;9.677;Q1;173;Economics and Econometrics (Q1)
70;17978;Neuron;journal;10974199,08966270;9.527;Q1;511;Neuroscience (miscellaneous) (Q1)
71;21100199127;Advanced Energy Materials;journal;16146832,16146840;9.513;Q1;290;Materials Science (miscellaneous) (Q1),Renewable Energy,Sustainability and the Environment (Q1)
72;19066;Trends in Cell Biology;journal;9628924,18793088;9.496;Q1;255;Cell Biology (Q1)
73;40944;Genome Biology;journal;14747596;9.479;Q1;284;Cell Biology (Q1),Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
74;12137;Journal of Statistical Software;journal;15487660;9.444;Q1;169;Software (Q1),Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
75;28599;Reviews of Geophysics;journal;87551209;9.345;Q1;180;Geophysics (Q1)
76;6100153018;Cell Stem Cell;journal;19345909;9.340;Q1;287;Cell Biology (Q1),Genetics (Q1),Molecular Medicine (Q1)
77;21100834904;Joule;journal;25424351;9.340;Q1;153;Energy (miscellaneous) (Q1)
78;21100237403;Lancet Diabetes and Endocrinology.The;journal;22138595,22138590;9.337;Q1;151;Endocrinology (Q1),Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1)
79;21315;Nature Immunology;journal;15292908,15292920;9.283;Q1;424;Immunology (Q1),Immunology and Allergy (Q1)
80;22214;Genome Research;journal;15495469,10889050;9.245;Q1;319;Genetics (Q1),Genetics (clinical) (Q1)
81;6200180159;World Psychiatry;journal;17238617;9.239;Q1;125;Psychiatry and Mental Health (Q1)
82;13443;Psychological Bulletin;journal;332909,19391455;9.231;Q1;345;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
83;4000151822;Nature Physics;journal;17452473;9.128;Q1;315;Physics and Astronomy (miscellaneous) (Q1)
84;22471;Lancet Infectious Diseases,The;journal;14744457,14733100;9.040;Q1;273;Infectious Diseases (Q1)
85;21706;Annual Review of Genetics;journal;15452948,00664200;8.931;Q1;195;Genetics (Q1)
86;14204;Nucleic Acids Research;journal;3051048,13624962;8.907;Q1;607;Genetics (Q1)
87;11700154368;Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques;journal;16181913,00738300;8.890;Q1;46;Mathematics (miscellaneous) (Q1)
88;12394;Nature Structural and Molecular Biology;journal;15459993,15459990;8.792;Q1;292;Molecular Biology (Q1),Structural Biology (Q1)
89;12817;Personnel Psychology;journal;315826,17446570;8.770;Q1;161;Applied Psychology (Q1),Organizational Behavior and Human Resource Management (Q1)
90;28980;Journal of Economic Perspectives;journal;8953309;8.761;Q1;213;Economics and Econometrics (Q1)
91;21100901949;Nano Futures;journal;23991984;8.711;Q1;19;Atomic and Molecular Physics,and Optics (Q1),Bioengineering (Q1),Biomedical Engineering (Q1),Chemistry (miscellaneous) (Q1),Electrical and Electronic Engineering (Q1),Materials Science (miscellaneous) (Q1)
92;22657;Accounts of Chemical Research;journal;14842,15204898;8.693;Q1;436;Chemistry (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
93;19651;Clinical Microbiology Reviews;journal;8938512,10986618;8.664;Q1;314;Epidemiology (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (medical) (Q1),Public Health,Environmental and Occupational Health (Q1)
94;22951;Journal of Marketing;journal;15477185,00222430;8.626;Q1;268;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
95;24668;Journal of the American Mathematical Society;journal;10886834,08940350;8.581;Q1;104;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
96;19700188417;Annual Review of Condensed Matter Physics;journal;19475454,19475460;8.574;Q1;81;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1)
97;11300153736;Annual Review of Pathology: Mechanisms of Disease;journal;15534006,15534010;8.508;Q1;143;Medicine (miscellaneous) (Q1),Pathology and Forensic Medicine (Q1),Plant Science (Q1)
98;27538;Progress in Energy and Combustion Science;journal;3601285;8.477;Q1;212;Chemical Engineering (miscellaneous) (Q1),Energy Engineering and Power Technology (Q1),Fuel Technology (Q1)
99;23157;Strategic Management Journal;journal;10970266,01432100;8.430;Q1;318;Business and International Management (Q1),Strategy and Management (Q1)
100;19897;European Urology;journal;03022838,1421993X;8.192;Q1;246;Urology (Q1)
101;12216;Molecular Biology and Evolution;journal;15371719,07374040;8.162;Q1;238;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1),Molecular Biology (Q1)
102;17552;Acta Neuropathologica;journal;16322,14320533;8.158;Q1;200;Cellular and Molecular Neuroscience (Q1),Neurology (clinical) (Q1),Pathology and Forensic Medicine (Q1)
103;17899;Progress in Materials Science;journal;18732208,00796430;8.137;Q1;210;Materials Science (miscellaneous) (Q1)
104;29229;Physics Reports;journal;3701573;8.069;Q1;306;Physics and Astronomy (miscellaneous) (Q1)
105;21100832985;ACS Energy Letters;journal;23808195;8.057;Q1;168;Chemistry (miscellaneous) (Q1),Energy Engineering and Power Technology (Q1),Fuel Technology (Q1),Materials Chemistry (Q1),Renewable Energy,Sustainability and the Environment (Q1)
106;21100265444;Lancet Global Health.The;journal;2214109X;8.055;Q1;123;Medicine (miscellaneous) (Q1)
107;21100860945;Science immunology;journal;24709468;8.014;Q1;90;Immunology (Q1),Immunology and Allergy (Q1)
108;21100863710;Annual Review of Organizational Psychology and Organizational Behavior;journal;23270608;7.999;Q1;66;Applied Psychology (Q1),Organizational Behavior and Human Resource Management (Q1),Social Psychology (Q1)
109;14816;Trends in Biochemical Sciences;journal;13624326,03765067,09680004;7.974;Q1;292;Biochemistry (Q1),Molecular Biology (Q1)
110;21100773752;Nature Microbiology;journal;20585276;7.922;Q1;121;Applied Microbiology and Biotechnology (Q1),Cell Biology (Q1),Genetics (Q1),Immunology (Q1),Microbiology (Q1),Microbiology (medical) (Q1)
111;22126;Genes and Development;journal;15495477,08909370;7.920;Q1;467;Developmental Biology (Q1),Genetics (Q1)
112;19700200701;Annual Review of Economics;journal;19411383,19411390;7.907;Q1;67;Economics and Econometrics (Q1)
113;110325;Annual Review of Ecology,Evolution,and Systematics;book series;1543592X;7.875;Q1;234;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q1)
114;7500153126;Journal of the European Economic Association;journal;15424774,15424770;7.832;Q1;112;Economics,Econometrics and Finance (miscellaneous) (Q1)
115;12812;Personality and Social Psychology Review;journal;10888683,15327960;7.782;Q1;177;Social Psychology (Q1)
116;24721;Annals of Mathematics;journal;0003486X;7.770;Q1;129;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
117;28366;Gut;journal;14683288,00175750;7.763;Q1;328;Gastroenterology (Q1)
118;21272;Journal of Experimental Medicine;journal;221007,15409538;7.757;Q1;478;Immunology (Q1),Immunology and Allergy (Q1),Medicine (miscellaneous) (Q1)
119;21100198409;Nature Climate Change;journal;17586798,1758678X;7.735;Q1;239;Environmental Science (miscellaneous) (Q1),Social Sciences (miscellaneous) (Q1)
120;19900191885;American Economic Journal: Macroeconomics;journal;19457707,19457720;7.711;Q1;75;Economics,Econometrics and Finance (miscellaneous) (Q1)
121;4600151524;Annual Review of Clinical Psychology;journal;15485951,15485940;7.696;Q1;134;Clinical Psychology (Q1),Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
122;5800207366;Nature Protocols;journal;17542189;7.649;Q1;287;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
123;24769;Materials Today;journal;13697021;7.609;Q1;210;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
124;22899;Journal of Consumer Research;journal;935301,15375277;7.595;Q1;210;Anthropology (Q1),Arts and Humanities (miscellaneous) (Q1),Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
125;21100420583;JAMA Oncology;journal;23742445,23742440;7.593;Q1;154;Cancer Research (Q1),Oncology (Q1)
126;21100884663;Nature Electronics;journal;25201131;7.561;Q1;84;Electrical and Electronic Engineering (Q1),Electronic,Optical and Magnetic Materials (Q1),Instrumentation (Q1)
127;21100394875;Cell Systems;journal;24054712;7.556;Q1;76;Cell Biology (Q1),Histology (Q1),Pathology and Forensic Medicine (Q1)
128;17900156715;IEEE Communications Surveys and Tutorials;journal;1553877X;7.553;Q1;240;Electrical and Electronic Engineering (Q1)
129;19900191884;American Economic Journal: Economic Policy;journal;19457731,1945774X;7.548;Q1;80;Economics,Econometrics and Finance (miscellaneous) (Q1)
130;24204;Review of Economics and Statistics;journal;346535,15309142;7.538;Q1;189;Economics and Econometrics (Q1),Social Sciences (miscellaneous) (Q1)
131;24254;IEEE Transactions on Pattern Analysis and Machine Intelligence;journal;1628828;7.536;Q1;397;Applied Mathematics (Q1),Artificial Intelligence (Q1),Computational Theory and Mathematics (Q1),Computer Vision and Pattern Recognition (Q1),Software (Q1)
132;21100220495;Lancet Respiratory Medicine.The;journal;22132619,22132600;7.516;Q1;159;Pulmonary and Respiratory Medicine (Q1)
133;21100212318;Cancer Discovery;journal;21598274,21598290;7.513;Q1;209;Oncology (Q1)
134;20206;Academy of Management Review;journal;3637425;7.482;Q1;293;Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
135;16512;Review of Educational Research;journal;346543,19351046;7.474;Q1;174;Education (Q1)
136;21100201772;Physical Review X;journal;21603308;7.458;Q1;168;Physics and Astronomy (miscellaneous) (Q1)
137;12000154482;Annual Review of Biophysics;journal;19361238,1936122X;7.456;Q1;169;Biochemistry (Q1),Bioengineering (Q1),Biophysics (Q1),Cell Biology (Q1),Structural Biology (Q1)
138;22581;Circulation;journal;97322,15244539;7.446;Q1;654;Cardiology and Cardiovascular Medicine (Q1),Physiology (medical) (Q1)
139;21677;American Journal of Human Genetics;journal;15376605,00029300;7.376;Q1;321;Genetics (Q1),Genetics (clinical) (Q1)
140;20278;Microbiology and Molecular Biology Reviews;journal;10985557,10922170;7.365;Q1;267;Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (Q1),Molecular Biology (Q1)
141;4700152228;Molecular Systems Biology;journal;17444292;7.338;Q1;164;Agricultural and Biological Sciences (miscellaneous) (Q1),Applied Mathematics (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Computational Theory and Mathematics (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Information Systems (Q1),Medicine (miscellaneous) (Q1)
142;22961;Journal of Marketing Research;journal;222437,15477193;7.325;Q1;192;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
143;29709;Reports on Progress in Physics;journal;13616633,00344890;7.199;Q1;237;Medicine (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
144;19700188395;Annual Review of Marine Science;journal;19410611,19411410;7.193;Q1;115;Oceanography (Q1)
145;21191;Pharmacological Reviews;journal;15210081,00317000;7.179;Q1;247;Molecular Medicine (Q1),Pharmacology (Q1)
146;28418;Brookings Papers on Economic Activity;journal;72303,15334465;7.172;Q1;93;Business,Management and Accounting (miscellaneous) (Q1),Economics and Econometrics (Q1)
147;23714;Marketing Science;journal;07322399,1526548X;7.172;Q1;145;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
148;5300152732;Cell Host and Microbe;journal;19313128;7.168;Q1;219;Cancer Research (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Microbiology (Q1),Molecular Biology (Q1),Parasitology (Q1),Virology (Q1)
149;15555;American Journal of Political Science;journal;925853,15405907;7.131;Q1;193;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
150;17435;EMBO Journal;journal;2614189,14602075;7.086;Q1;417;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1),Neuroscience (miscellaneous) (Q1)
151;19700174677;Science Translational Medicine;journal;19466234,19466240;7.030;Q1;265;Medicine (miscellaneous) (Q1)
152;20425;Nature Reviews Drug Discovery;journal;14741784,14741780;7.018;Q1;370;Drug Discovery (Q1),Medicine (miscellaneous) (Q1),Pharmacology (Q1)
153;4000148205;Nature Chemical Biology;journal;15524469,15524450;7.004;Q1;246;Cell Biology (Q1),Molecular Biology (Q1)
154;29857;Journal of Accounting Research;journal;1475679X,00218456;6.996;Q1;158;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
155;20635;Journal of Management;journal;1492063,15571211;6.982;Q1;261;Finance (Q1),Strategy and Management (Q1)
156;22680;Journal of the American Chemical Society;journal;15205126,00027860;6.976;Q1;674;Biochemistry (Q1),Catalysis (Q1),Chemistry (miscellaneous) (Q1),Colloid and Surface Chemistry (Q1)
157;21100356804;Lancet Psychiatry.The;journal;22150374,22150370;6.967;Q1;127;Biological Psychiatry (Q1),Psychiatry and Mental Health (Q1)
158;17814;Materials Science and Engineering: R: Reports;journal;0927796X;6.950;Q1;159;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
159;18567;Fungal Diversity;journal;15602745,18789130;6.949;Q1;113;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q1),Plant Science (Q1)
160;15359;Trends in Cognitive Sciences;journal;1879307X,13646613;6.948;Q1;339;Cognitive Neuroscience (Q1),Experimental and Cognitive Psychology (Q1),Neuropsychology and Physiological Psychology (Q1)
161;110092;Morbidity and Mortality Weekly Report;journal;01492195,1545861X;6.942;Q1;247;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1),Medicine (miscellaneous) (Q1)
162;21100804406;Lancet Public Health,The;journal;24682667;6.886;Q1;75;Public Health,Environmental and Occupational Health (Q1)
163;14365;Trends in Ecology and Evolution;journal;1695347,18728383;6.860;Q1;370;Ecology,Evolution,Behavior and Systematics (Q1)
164;28330;Gastroenterology;journal;15280012,00165090;6.850;Q1;442;Gastroenterology (Q1),Hepatology (Q1)
165;21100228547;JAMA Psychiatry;journal;21686238,2168622X;6.847;Q1;394;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
166;25297;Journal of Hepatology;journal;16000641,01688280;6.817;Q1;282;Hepatology (Q1)
167;14599;Ecology Letters;journal;1461023X,14610248;6.731;Q1;298;Ecology,Evolution,Behavior and Systematics (Q1)
168;13969;Psychological Science in the Public Interest;journal;21600031,15291010;6.728;Q1;56;Psychology (miscellaneous) (Q1)
169;21100228100;Advances in Optics and Photonics;journal;19438206;6.689;Q1;82;Atomic and Molecular Physics,and Optics (Q1),Water Science and Technology (Q1)
170;28978;Journal of Economic Growth;journal;15737020,13814340;6.666;Q1;95;Economics and Econometrics (Q1)
171;19049;Trends in Genetics;journal;1689525,13624555;6.556;Q1;237;Genetics (Q1)
172;19614;Annual Review of Microbiology;journal;664227,15453251;6.517;Q1;206;Microbiology (Q1)
173;25491;Diabetes Care;journal;19355548,01495990;6.480;Q1;399;Advanced and Specialized Nursing (Q1),Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1)
174;13461;Psychological Methods;journal;1082989X,19391463;6.424;Q1;172;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
175;15388;Journal of Applied Psychology;journal;19391854,00219010;6.423;Q1;324;Applied Psychology (Q1)
176;19700175140;Genome Medicine;journal;1756994X;6.411;Q1;111;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1),Molecular Medicine (Q1)
177;21100369870;Lancet HIV.The;journal;23523018;6.395;Q1;71;Epidemiology (Q1),Immunology (Q1),Infectious Diseases (Q1),Virology (Q1)
178;14305;Systematic Biology;journal;1076836X,10635157;6.299;Q1;196;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
179;17382;Molecular Psychiatry;journal;14765578,13594180;6.290;Q1;237;Cellular and Molecular Neuroscience (Q1),Molecular Biology (Q1),Psychiatry and Mental Health (Q1)
180;13531;Journal of the Royal Statistical Society,Series B: Statistical Methodology;journal;14679868,13697410;6.218;Q1;140;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
181;26465;Progress in Polymer Science;journal;796700;6.210;Q1;313;Ceramics and Composites (Q1),Materials Chemistry (Q1),Organic Chemistry (Q1),Polymers and Plastics (Q1),Surfaces and Interfaces (Q1)
182;4700152457;Nano Today;journal;17480132;6.198;Q1;167;Bioengineering (Q1),Biomedical Engineering (Q1),Biotechnology (Q1),Materials Science (miscellaneous) (Q1),Medicine (miscellaneous) (Q1),Nanoscience and Nanotechnology (Q1),Pharmaceutical Science (Q1)
183;21100788876;Chem;journal;24519294;6.144;Q1;122;Biochemistry (Q1),Biochemistry (medical) (Q1),Chemical Engineering (miscellaneous) (Q1),Chemistry (miscellaneous) (Q1),Environmental Chemistry (Q1),Materials Chemistry (Q1)
184;19136;Annals of the Rheumatic Diseases;journal;34967,14682060;6.142;Q1;272;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology (Q1),Immunology and Allergy (Q1),Rheumatology (Q1)
185;13900;Cell Research;journal;17487838,10010600;6.141;Q1;200;Cell Biology (Q1),Molecular Biology (Q1)
186;21100228546;JAMA Internal Medicine;journal;21686114,21686110;6.138;Q1;375;Internal Medicine (Q1)
187;11500153511;ACS Nano;journal;1936086X,19360851;6.131;Q1;448;Engineering (miscellaneous) (Q1),Materials Science (miscellaneous) (Q1),Nanoscience and Nanotechnology (Q1),Physics and Astronomy (miscellaneous) (Q1)
188;17700156208;Nature Reviews Gastroenterology and Hepatology;journal;17595045,17595050;6.113;Q1;173;Gastroenterology (Q1),Hepatology (Q1)
189;21100261712;Analytic Methods in Accident Research;journal;22136657;6.091;Q1;48;Safety Research (Q1),Transportation (Q1)
190;21100242814;eLife;journal;2050084X;6.079;Q1;184;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Medicine (miscellaneous) (Q1),Neuroscience (miscellaneous) (Q1)
191;17664;American Journal of Psychiatry;journal;0002953X,15357228;6.071;Q1;381;Psychiatry and Mental Health (Q1)
