Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Categories
18;21206;Nature;journal;14764687,00280840;17.598;Q1;1331;Multidisciplinary (Q1)
19;26651;Annual Review of Astronomy and Astrophysics;book series;15454282,00664150;17.197;Q1;200;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
20;20798;Immunity;journal;10974180,10747610;17.131;Q1;436;Immunology (Q1),Immunology and Allergy (Q1),Infectious Diseases (Q1)
21;27165;Journal of Economic Literature;journal;220515;16.551;Q1;173;Economics and Econometrics (Q1)
22;18395;Annual Review of Cell and Developmental Biology;journal;15308995,10810710;16.315;Q1;233;Cell Biology (Q1),Developmental Biology (Q1)
23;29093;Cancer Cell;journal;15356108,18783690;16.203;Q1;378;Cancer Research (Q1),Cell Biology (Q1),Oncology (Q1)
24;17500;Journal of Finance;journal;221082,15406261;15.795;Q1;336;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
25;19434;MMWR Recommendations and Reports;journal;10575987,15458600;15.781;Q1;151;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1),Medicine (miscellaneous) (Q1)
26;19014;Nature Cell Biology;journal;14764679,14657390;15.683;Q1;396;Cell Biology (Q1)
27;4000151822;Nature Physics;journal;17452473;15.633;Q1;315;Physics and Astronomy (miscellaneous) (Q1)
28;6100153018;Cell Stem Cell;journal;19345909;14.969;Q1;287;Cell Biology (Q1),Genetics (Q1),Molecular Medicine (Q1)
29;5200152704;Nature Nanotechnology;journal;17483387,17483400;14.582;Q1;395;Atomic and Molecular Physics,and Optics (Q1),Bioengineering (Q1),Biomedical Engineering (Q1),Condensed Matter Physics (Q1),Electrical and Electronic Engineering (Q1),Materials Science (miscellaneous) (Q1),Nanoscience and Nanotechnology (Q1)
30;19700188417;Annual Review of Condensed Matter Physics;journal;19475454,19475460;14.533;Q1;81;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1)
31;18606;Molecular Cell;journal;10974164,10972770;14.472;Q1;429;Cell Biology (Q1),Molecular Biology (Q1)
32;12000154482;Annual Review of Biophysics;journal;19361238,1936122X;14.367;Q1;169;Biochemistry (Q1),Bioengineering (Q1),Biophysics (Q1),Cell Biology (Q1),Structural Biology (Q1)
33;120008;Annual Review of Physiology;journal;664278,15451585;14.294;Q1;228;Physiology (Q1)
34;23571;Science;journal;10959203,00368080;14.238;Q1;1283;History and Philosophy of Science (Q1),Multidisciplinary (Q1)
35;16161;Review of Financial Studies;journal;14657368,08939450;14.198;Q1;218;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
36;22214;Genome Research;journal;15495469,10889050;14.017;Q1;319;Genetics (Q1),Genetics (clinical) (Q1)
37;19900191885;American Economic Journal: Macroeconomics;journal;19457707,19457720;14.011;Q1;75;Economics,Econometrics and Finance (miscellaneous) (Q1)
38;22126;Genes and Development;journal;15495477,08909370;13.725;Q1;467;Developmental Biology (Q1),Genetics (Q1)
39;15847;New England Journal of Medicine;journal;284793,15334406;13.674;Q1;1130;Medicine (miscellaneous) (Q1)
40;18991;Nature Reviews Genetics;journal;14710056,14710060;13.641;Q1;406;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
41;19482;Econometrica;journal;129682,14680262;13.522;Q1;213;Economics and Econometrics (Q1)
42;24404;Journal of Political Economy;journal;00223808,1537534X;13.440;Q1;207;Economics and Econometrics (Q1)
43;23350;Chemical Society Reviews;journal;3060012,14604744;13.297;Q1;595;Chemistry (miscellaneous) (Q1)
44;21272;Journal of Experimental Medicine;journal;221007,15409538;13.066;Q1;478;Immunology (Q1),Immunology and Allergy (Q1),Medicine (miscellaneous) (Q1)
45;11300153736;Annual Review of Pathology: Mechanisms of Disease;journal;15534006,15534010;12.927;Q1;143;Medicine (miscellaneous) (Q1),Pathology and Forensic Medicine (Q1),Plant Science (Q1)
46;21100228100;Advances in Optics and Photonics;journal;19438206;12.722;Q1;82;Atomic and Molecular Physics,and Optics (Q1),Water Science and Technology (Q1)
47;29229;Physics Reports;journal;3701573;12.533;Q1;306;Physics and Astronomy (miscellaneous) (Q1)
48;24202;Review of Economic Studies;journal;00346527,1467937X;12.368;Q1;158;Economics and Econometrics (Q1)
49;22657;Accounts of Chemical Research;journal;14842,15204898;12.364;Q1;436;Chemistry (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
50;18503;Current Opinion in Cell Biology;journal;9550674,18790410;12.269;Q1;275;Cell Biology (Q1)
51;21708;Annual Review of Genomics and Human Genetics;journal;15278204,1545293X;12.029;Q1;126;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
52;12464;Nature Reviews Cancer;journal;1474175X,14741768;12.006;Q1;484;Cancer Research (Q1),Oncology (Q1)
53;12394;Nature Structural and Molecular Biology;journal;15459993,15459990;11.824;Q1;292;Molecular Biology (Q1),Structural Biology (Q1)
54;5700165152;Nature Photonics;journal;17494885;11.753;Q1;362;Atomic and Molecular Physics,and Optics (Q1),Electronic,Optical and Magnetic Materials (Q1)
55;16115;Nature Biotechnology;journal;15461696,10870160;11.749;Q1;491;Applied Microbiology and Biotechnology (Q1),Bioengineering (Q1),Biomedical Engineering (Q1),Biotechnology (Q1),Molecular Medicine (Q1)
56;21318;Nature Reviews Immunology;journal;14741741,14741730;11.728;Q1;444;Immunology (Q1),Medicine (miscellaneous) (Q1)
57;18525;Developmental Cell;journal;15345807,18781550;11.650;Q1;286;Developmental Biology (Q1)
58;110325;Annual Review of Ecology,Evolution,and Systematics;book series;1543592X;11.483;Q1;234;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q1)
59;17899;Progress in Materials Science;journal;18732208,00796430;11.291;Q1;210;Materials Science (miscellaneous) (Q1)
60;17978;Neuron;journal;10974199,08966270;11.254;Q1;511;Neuroscience (miscellaneous) (Q1)
61;14365;Trends in Ecology and Evolution;journal;1695347,18728383;11.146;Q1;370;Ecology,Evolution,Behavior and Systematics (Q1)
62;11700154368;Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques;journal;16181913,00738300;11.063;Q1;46;Mathematics (miscellaneous) (Q1)
63;24379;Journal of Financial Economics;journal;0304405X;11.049;Q1;289;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1),Strategy and Management (Q1)
64;17436;Nature Neuroscience;journal;10976256,15461730;10.992;Q1;460;Neuroscience (miscellaneous) (Q1)
65;71056;MMWR Surveillance Summaries;journal;15458636,15460740;10.699;Q1;114;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1)
66;28677;Living Reviews in Relativity;journal;14338351,23673610;10.695;Q1;92;Physics and Astronomy (miscellaneous) (Q1)
67;14913;Quarterly Reviews of Biophysics;journal;335835,14698994;10.672;Q1;105;Biophysics (Q1)
68;19066;Trends in Cell Biology;journal;9628924,18793088;10.628;Q1;255;Cell Biology (Q1)
69;19479;Annual Review of Pharmacology and Toxicology;journal;15454304,03621640;10.583;Q1;218;Pharmacology (Q1),Toxicology (Q1)
70;26038;Endocrine Reviews;journal;19457189,0163769X;10.467;Q1;293;Endocrinology (Q1),Endocrinology,Diabetes and Metabolism (Q1)
71;21191;Pharmacological Reviews;journal;15210081,00317000;10.386;Q1;247;Molecular Medicine (Q1),Pharmacology (Q1)
72;12010;Annual Review of Psychology;journal;664308,15452085;10.331;Q1;266;Psychology (miscellaneous) (Q1)
73;19939;Trends in Neurosciences;journal;03785912,01662236,1878108X;10.311;Q1;311;Neuroscience (miscellaneous) (Q1)
74;19614;Annual Review of Microbiology;journal;664227,15453251;10.246;Q1;206;Microbiology (Q1)
75;26465;Progress in Polymer Science;journal;796700;10.218;Q1;313;Ceramics and Composites (Q1),Materials Chemistry (Q1),Organic Chemistry (Q1),Polymers and Plastics (Q1),Surfaces and Interfaces (Q1)
76;26756;Astronomy and Astrophysics Review;journal;9354956,14320754;10.027;Q1;74;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
77;146172;Cell Metabolism;journal;15504131;9.990;Q1;318;Cell Biology (Q1),Molecular Biology (Q1),Physiology (Q1)
78;19700188395;Annual Review of Marine Science;journal;19410611,19411410;9.979;Q1;115;Oceanography (Q1)
79;12354;Lancet Oncology,The;journal;14702045,14745490;9.868;Q1;382;Oncology (Q1)
80;17853;Nano Letters;journal;15306992,15306980;9.832;Q1;531;Bioengineering (Q1),Chemistry (miscellaneous) (Q1),Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Nanoscience and Nanotechnology (Q1)
81;15819;Nature Medicine;journal;1546170X,10788956;9.808;Q1;605;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
82;16860;Lancet Neurology,The;journal;14744465,14744420;9.711;Q1;336;Neurology (clinical) (Q1)
83;21100778827;Nature Methods;journal;15487091,15487110;9.662;Q1;363;Biochemistry (Q1),Biotechnology (Q1),Cell Biology (Q1),Molecular Biology (Q1)
84;14599;Ecology Letters;journal;1461023X,14610248;9.330;Q1;298;Ecology,Evolution,Behavior and Systematics (Q1)
85;15870;Journal of Clinical Investigation;journal;219738,15588238;9.326;Q1;527;Medicine (miscellaneous) (Q1)
86;22401;Journal of the American College of Cardiology;journal;15583597,07351100;9.303;Q1;472;Cardiology and Cardiovascular Medicine (Q1)
87;22697;American Economic Review;journal;28282;9.236;Q1;337;Economics and Econometrics (Q1)
88;29709;Reports on Progress in Physics;journal;13616633,00344890;9.175;Q1;237;Medicine (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
89;14816;Trends in Biochemical Sciences;journal;13624326,03765067,09680004;9.166;Q1;292;Biochemistry (Q1),Molecular Biology (Q1)
90;29949;Journal of Clinical Oncology;journal;15277755,0732183X;9.128;Q1;600;Cancer Research (Q1),Medicine (miscellaneous) (Q1),Oncology (Q1)
91;17437;Nature Reviews Neuroscience;journal;14710048,1471003X;9.093;Q1;455;Neuroscience (miscellaneous) (Q1)
92;12286;Surface Science Reports;journal;01675729,1879274X;9.004;Q1;126;Condensed Matter Physics (Q1),Electronic,Optical and Magnetic Materials (Q1),Materials Chemistry (Q1),Metals and Alloys (Q1),Surfaces and Interfaces (Q1),Surfaces,Coatings and Films (Q1)
93;18555;Journal of Cell Biology;journal;15408140,00219530;8.906;Q1;405;Cell Biology (Q1),Medicine (miscellaneous) (Q1)
94;15359;Trends in Cognitive Sciences;journal;1879307X,13646613;8.810;Q1;339;Cognitive Neuroscience (Q1),Experimental and Cognitive Psychology (Q1),Neuropsychology and Physiological Psychology (Q1)
95;12977;PLoS Biology;journal;15449173,15457890;8.744;Q1;293;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Neuroscience (miscellaneous) (Q1)
96;20810;Immunological Reviews;journal;01052896,1600065X;8.684;Q1;243;Immunology (Q1),Immunology and Allergy (Q1)
97;17435;EMBO Journal;journal;2614189,14602075;8.654;Q1;417;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1),Neuroscience (miscellaneous) (Q1)
98;19700176402;Cold Spring Harbor perspectives in biology;journal;19430264;8.618;Q1;217;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
99;19900191767;American Economic Journal: Applied Economics;journal;19457790,19457780;8.567;Q1;100;Economics,Econometrics and Finance (miscellaneous) (Q1)
100;21677;American Journal of Human Genetics;journal;15376605,00029300;8.479;Q1;321;Genetics (Q1),Genetics (clinical) (Q1)
101;20278;Microbiology and Molecular Biology Reviews;journal;10985557,10922170;8.353;Q1;267;Immunology and Microbiology (miscellaneous)  (Q1),Molecular Biology (Q1)
102;21100778657;Acta Crystallographica Section D: Structural Biology;journal;20597983;8.252;Q1;148;Structural Biology (Q1)
103;28599;Reviews of Geophysics;journal;87551209;8.216;Q1;180;Geophysics (Q1)
104;14305;Systematic Biology;journal;1076836X,10635157;8.162;Q1;196;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
105;20206;Academy of Management Review;journal;3637425;8.101;Q1;293;Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
106;19049;Trends in Genetics;journal;1689525,13624555;8.062;Q1;237;Genetics (Q1)
107;20191;Academy of Management Journal;journal;14273;8.050;Q1;358;Business and International Management (Q1),Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
108;5300152732;Cell Host and Microbe;journal;19313128;7.944;Q1;219;Cancer Research (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Microbiology (Q1),Molecular Biology (Q1),Parasitology (Q1),Virology (Q1)
109;17400;Current Opinion in Structural Biology;journal;1879033X,0959440X;7.880;Q1;213;Molecular Biology (Q1),Structural Biology (Q1)
110;26769;Astrophysical Journal,Supplement Series;journal;15384365,00670050;7.709;Q1;262;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
111;4700152228;Molecular Systems Biology;journal;17444292;7.621;Q1;164;Agricultural and Biological Sciences (miscellaneous) (Q1),Applied Mathematics (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Computational Theory and Mathematics (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Information Systems (Q1),Medicine (miscellaneous) (Q1)
112;27538;Progress in Energy and Combustion Science;journal;3601285;7.610;Q1;212;Chemical Engineering (miscellaneous) (Q1),Energy Engineering and Power Technology (Q1),Fuel Technology (Q1)
113;16590;Lancet,The;journal;01406736,1474547X;7.583;Q1;855;Medicine (miscellaneous) (Q1)
114;18100156701;Nature Chemistry;journal;17554330,17554350;7.548;Q1;271;Chemical Engineering (miscellaneous) (Q1),Chemistry (miscellaneous) (Q1)
115;4000148205;Nature Chemical Biology;journal;15524469,15524450;7.486;Q1;246;Cell Biology (Q1),Molecular Biology (Q1)
116;22471;Lancet Infectious Diseases,The;journal;14744457,14733100;7.465;Q1;273;Infectious Diseases (Q1)
117;4000151808;PLoS Genetics;journal;15537390,15537400;7.415;Q1;259;Cancer Research (Q1),Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
118;22080;Current Opinion in Genetics and Development;journal;0959437X,18790380;7.409;Q1;197;Developmental Biology (Q1),Genetics (Q1)
119;28978;Journal of Economic Growth;journal;15737020,13814340;7.402;Q1;95;Economics and Econometrics (Q1)
120;22581;Circulation;journal;97322,15244539;7.382;Q1;654;Cardiology and Cardiovascular Medicine (Q1),Physiology (medical) (Q1)
121;24527;Acta Mathematica;journal;15962;7.374;Q1;73;Mathematics (miscellaneous) (Q1)
122;20497;Annual Review of Materials Research;book series;15317331,15454120;7.368;Q1;173;Materials Science (miscellaneous) (Q1)
123;13443;Psychological Bulletin;journal;332909,19391455;7.328;Q1;345;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
124;5800207366;Nature Protocols;journal;17542189;7.283;Q1;287;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
125;24721;Annals of Mathematics;journal;0003486X;7.194;Q1;129;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
126;16036;Administrative Science Quarterly;journal;18392,19303815;7.138;Q1;201;Arts and Humanities (miscellaneous) (Q1),Public Administration (Q1),Sociology and Political Science (Q1)
127;26555;Annual Review of Physical Chemistry;journal;0066426X,15451593;7.121;Q1;180;Physical and Theoretical Chemistry (Q1)
128;24668;Journal of the American Mathematical Society;journal;10886834,08940350;7.060;Q1;104;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
129;21100228547;JAMA Psychiatry;journal;21686238,2168622X;7.040;Q1;394;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
130;15557;American Political Science Review;journal;15375943,00030550;7.039;Q1;191;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
131;17814;Materials Science and Engineering: R: Reports;journal;0927796X;7.031;Q1;159;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
132;19881;Advanced Materials;journal;9359648,15214095;6.994;Q1;605;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1),Nanoscience and Nanotechnology (Q1)
133;4700152457;Nano Today;journal;17480132;6.990;Q1;167;Bioengineering (Q1),Biomedical Engineering (Q1),Biotechnology (Q1),Materials Science (miscellaneous) (Q1),Medicine (miscellaneous) (Q1),Nanoscience and Nanotechnology (Q1),Pharmaceutical Science (Q1)
134;19651;Clinical Microbiology Reviews;journal;8938512,10986618;6.988;Q1;314;Epidemiology (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (medical) (Q1),Public Health,Environmental and Occupational Health (Q1)
135;28418;Brookings Papers on Economic Activity;journal;72303,15334465;6.902;Q1;93;Business,Management and Accounting (miscellaneous) (Q1),Economics and Econometrics (Q1)
136;17555;Journal of Monetary Economics;journal;3043932;6.900;Q1;142;Economics and Econometrics (Q1),Finance (Q1)
137;21121;Proceedings of the National Academy of Sciences of the United States of America;journal;10916490,00278420;6.864;Q1;838;Multidisciplinary (Q1)
138;22324;Organization Science;journal;15265455,10477040;6.847;Q1;269;Management of Technology and Innovation (Q1),Organizational Behavior and Human Resource Management (Q1),Strategy and Management (Q1)
139;18797;Current Opinion in Immunology;journal;9527915;6.824;Q1;204;Immunology (Q1),Immunology and Allergy (Q1)
140;22951;Journal of Marketing;journal;15477185,00222430;6.820;Q1;268;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
141;24204;Review of Economics and Statistics;journal;346535,15309142;6.765;Q1;189;Economics and Econometrics (Q1),Social Sciences (miscellaneous) (Q1)
142;21100228546;JAMA Internal Medicine;journal;21686114,21686110;6.711;Q1;375;Internal Medicine (Q1)
143;17378;Critical Reviews in Biochemistry and Molecular Biology;journal;10409238,15497800;6.680;Q1;117;Biochemistry (Q1),Molecular Biology (Q1)
144;14992;Current Opinion in Neurobiology;journal;9594388,18736882;6.664;Q1;242;Neuroscience (miscellaneous) (Q1)
145;20110;NBER Macroeconomics Annual;book series;15372642,08893370;6.664;Q1;68;Economics and Econometrics (Q1)
146;25781;Aldrichimica Acta;journal;25100;6.622;Q1;61;Organic Chemistry (Q1)
147;23262;Inventiones Mathematicae;journal;209910,14321297;6.547;Q1;118;Mathematics (miscellaneous) (Q1)
148;28980;Journal of Economic Perspectives;journal;8953309;6.497;Q1;213;Economics and Econometrics (Q1)
149;20313;Nature Reviews Microbiology;journal;17401534,17401530;6.461;Q1;349;Immunology and Microbiology (miscellaneous)  (Q1)
150;14531;Development (Cambridge);journal;14779129,09501990;6.453;Q1;349;Developmental Biology (Q1),Molecular Biology (Q1)
151;26574;Annals of Internal Medicine;journal;15393704,00034820;6.415;Q1;419;Internal Medicine (Q1),Medicine (miscellaneous) (Q1)
152;12459;Journal of the National Cancer Institute;journal;14602105,00278870;6.408;Q1;377;Cancer Research (Q1),Oncology (Q1)
153;24870;Journal of Human Resources;journal;15488004,0022166X;6.400;Q1;118;Economics and Econometrics (Q1),Management of Technology and Innovation (Q1),Organizational Behavior and Human Resource Management (Q1),Strategy and Management (Q1)
154;17809;Trends in Plant Science;journal;13601385,18784370;6.376;Q1;293;Plant Science (Q1)
155;85291;JAMA - Journal of the American Medical Association;journal;15383598,00987484,00029955;6.355;Q1;739;Medicine (miscellaneous) (Q1)
156;23157;Strategic Management Journal;journal;10970266,01432100;6.345;Q1;318;Business and International Management (Q1),Strategy and Management (Q1)
157;22005;Annual Review of Earth and Planetary Sciences;book series;846597;6.340;Q1;171;Astronomy and Astrophysics (Q1),Earth and Planetary Sciences (miscellaneous) (Q1),Space and Planetary Science (Q1)
158;27498;Annual Review of Medicine;journal;1545326X,00664219;6.338;Q1;174;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
159;25454;Blood;journal;15280020,00064970;6.314;Q1;506;Biochemistry (Q1),Cell Biology (Q1),Hematology (Q1),Immunology (Q1)
160;29150;Physical Review Letters;journal;10797114,00319010;6.314;Q1;674;Physics and Astronomy (miscellaneous) (Q1)
161;11500153511;ACS Nano;journal;1936086X,19360851;6.282;Q1;448;Engineering (miscellaneous) (Q1),Materials Science (miscellaneous) (Q1),Nanoscience and Nanotechnology (Q1),Physics and Astronomy (miscellaneous) (Q1)
162;20425;Nature Reviews Drug Discovery;journal;14741784,14741780;6.281;Q1;370;Drug Discovery (Q1),Medicine (miscellaneous) (Q1),Pharmacology (Q1)
163;19708;FEMS Microbiology Reviews;journal;1686445,15746976;6.245;Q1;237;Infectious Diseases (Q1),Microbiology (Q1)
164;13649;Annals of Statistics;journal;905364;6.230;Q1;180;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
165;40944;Genome Biology;journal;14747596;6.213;Q1;284;Cell Biology (Q1),Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
166;28372;Oceanography and Marine Biology;book series;783218;6.211;Q1;57;Aquatic Science (Q1),Oceanography (Q1)
167;26259;Review of Economic Dynamics;journal;10966099,10942030;6.202;Q1;70;Economics and Econometrics (Q1)
168;13531;Journal of the Royal Statistical Society,Series B: Statistical Methodology;journal;14679868,13697410;6.176;Q1;140;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
169;17664;American Journal of Psychiatry;journal;0002953X,15357228;6.148;Q1;381;Psychiatry and Mental Health (Q1)
170;19700173023;Living Reviews in Solar Physics;journal;16144961,23673650;6.101;Q1;64;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
171;110092;Morbidity and Mortality Weekly Report;journal;01492195,1545861X;6.099;Q1;247;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1),Medicine (miscellaneous) (Q1)
172;22687;Angewandte Chemie - International Edition;journal;14337851,15213770;6.063;Q1;612;Catalysis (Q1),Chemistry (miscellaneous) (Q1)
173;39139;International Organization;journal;15315088,00208180;6.017;Q1;157;Law (Q1),Organizational Behavior and Human Resource Management (Q1),Political Science and International Relations (Q1),Sociology and Political Science (Q1)
174;14204;Nucleic Acids Research;journal;3051048,13624962;5.976;Q1;607;Genetics (Q1)
175;18000;American Journal of Respiratory and Critical Care Medicine;journal;1073449X,15354970;5.962;Q1;404;Critical Care and Intensive Care Medicine (Q1),Pulmonary and Respiratory Medicine (Q1)
176;17382;Molecular Psychiatry;journal;14765578,13594180;5.954;Q1;237;Cellular and Molecular Neuroscience (Q1),Molecular Biology (Q1),Psychiatry and Mental Health (Q1)
177;16594;Plant Cell;journal;1532298X,10404651;5.928;Q1;380;Cell Biology (Q1),Plant Science (Q1)
178;13839;Annual Review of Fluid Mechanics;book series;15454479,00664190;5.921;Q1;207;Condensed Matter Physics (Q1)
179;21365;Trends in Immunology;journal;14714906,14714980;5.909;Q1;245;Immunology (Q1),Immunology and Allergy (Q1)
180;4600151524;Annual Review of Clinical Psychology;journal;15485951,15485940;5.905;Q1;134;Clinical Psychology (Q1),Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
181;11300153408;JACC: Cardiovascular Interventions;journal;18767605,19368800;5.888;Q1;140;Cardiology and Cardiovascular Medicine (Q1),Medicine (miscellaneous) (Q1)
182;16764;Journal of Neuroscience;journal;2706474,15292401;5.864;Q1;488;Neuroscience (miscellaneous) (Q1)
183;20246;Journal of Labor Economics;journal;0734306X,15375307;5.861;Q1;123;Economics and Econometrics (Q1),Industrial Relations (Q1)
184;29646;Progress in Surface Science;journal;796816;5.859;Q1;86;Condensed Matter Physics (Q1),Surfaces and Interfaces (Q1),Surfaces,Coatings and Films (Q1)
185;14511;Current Topics in Developmental Biology;journal;702153,15578933;5.858;Q1;107;Cell Biology (Q1),Developmental Biology (Q1)
186;20205;Trends in Molecular Medicine;journal;1471499X,14714914;5.855;Q1;195;Molecular Biology (Q1),Molecular Medicine (Q1)
187;80280;Biochimica et Biophysica Acta - Reviews on Cancer;journal;0304419X;5.854;Q1;151;Cancer Research (Q1),Genetics (Q1),Oncology (Q1)
188;19133;Annual Review of Entomology;journal;664170,15454487;5.850;Q1;217;Ecology,Evolution,Behavior and Systematics (Q1),Insect Science (Q1)
189;7500153133;Laser and Photonics Reviews;journal;18638880,18638900;5.844;Q1;135;Atomic and Molecular Physics,and Optics (Q1),Condensed Matter Physics (Q1),Electronic,Optical and Magnetic Materials (Q1)
190;17924;Current Opinion in Plant Biology;journal;18790356,13695270;5.828;Q1;223;Plant Science (Q1)
191;19700174677;Science Translational Medicine;journal;19466234,19466240;5.812;Q1;265;Medicine (miscellaneous) (Q1)
192;15388;Journal of Applied Psychology;journal;19391854,00219010;5.781;Q1;324;Applied Psychology (Q1)
193;11300153721;Science Signaling;journal;19450877,19379150;5.740;Q1;174;Biochemistry (Q1),Cell Biology (Q1),Molecular Biology (Q1)
194;4000151809;PLoS Pathogens;journal;15537374,15537370;5.736;Q1;233;Genetics (Q1),Immunology (Q1),Microbiology (Q1),Molecular Biology (Q1),Parasitology (Q1),Virology (Q1)
195;19584;Annual Review of Public Health;journal;1637525,15452093;5.697;Q1;166;Medicine (miscellaneous) (Q1),Public Health,Environmental and Occupational Health (Q1)
